## [BeGaze]
## Converted from:	\\Ivr-x-1134-0601\shareddocs\sm\procenko001-002.idf
## Date:	25.04.2015 14:47:46
## Version:	BeGaze 3.5.101
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Trial
## Trial Count:	21
## Uses Plane File:	False
## Number of Samples:	39861
## Reversed:	none
## [Run]
## Subject:	procenko001-002
## Description:	Run27
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;108)
## Calibration Point 2:	Position(1728;270)
## Calibration Point 3:	Position(1440;972)
## Calibration Point 4:	Position(192;810)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1134-06012-NRB
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, POR
##
Time,Type,Trial,L POR X [px],L POR Y [px],L Event Info
22875868329,SMP,18,684.60,706.85,Saccade
22875872292,SMP,18,680.69,722.02,Saccade
22875876307,SMP,18,680.40,723.84,Saccade
22875880314,SMP,18,680.03,729.41,Saccade
22875884323,SMP,18,679.53,735.20,Saccade
22875888318,SMP,18,679.53,739.92,Saccade
22875892289,SMP,18,678.76,743.43,Saccade
22875896305,SMP,18,679.45,745.14,Fixation
22875900293,SMP,18,678.10,749.85,Fixation
22875904300,SMP,18,676.89,754.32,Fixation
22875908304,SMP,18,675.31,757.20,Fixation
22875912321,SMP,18,674.83,760.67,Fixation
22875916295,SMP,18,674.54,759.98,Fixation
22875920293,SMP,18,673.58,762.47,Fixation
22875924306,SMP,18,673.22,763.63,Fixation
22875928317,SMP,18,673.55,765.50,Fixation
22875932308,SMP,18,673.77,767.07,Fixation
22875936314,SMP,18,673.58,766.81,Fixation
22875940294,SMP,18,672.03,767.65,Fixation
22875944210,SMP,18,671.20,767.42,Fixation
22875948302,SMP,18,671.11,767.41,Fixation
22875952293,SMP,18,671.33,766.57,Fixation
22875956290,SMP,18,671.50,765.49,Fixation
22875960242,SMP,18,671.24,766.39,Fixation
22875964310,SMP,18,671.36,766.42,Fixation
22875968302,SMP,18,672.01,766.01,Fixation
22875972302,SMP,18,672.56,768.28,Fixation
22875976209,SMP,18,672.23,768.95,Fixation
22875980306,SMP,18,672.23,770.47,Fixation
22875984293,SMP,18,672.52,770.78,Fixation
22875988330,SMP,18,672.24,773.36,Fixation
22875992204,SMP,18,672.15,774.00,Fixation
22875996309,SMP,18,671.78,774.87,Fixation
22876000304,SMP,18,671.92,774.40,Fixation
22876004299,SMP,18,672.27,775.98,Fixation
22876008306,SMP,18,672.05,776.63,Fixation
22876012294,SMP,18,670.85,779.11,Fixation
22876016303,SMP,18,669.57,779.09,Fixation
22876020330,SMP,18,669.25,778.45,Fixation
22876024306,SMP,18,669.67,780.34,Fixation
22876028298,SMP,18,669.79,781.94,Fixation
22876032314,SMP,18,670.29,782.52,Fixation
22876036317,SMP,18,670.82,783.52,Fixation
22876040326,SMP,18,671.27,784.05,Fixation
22876044295,SMP,18,672.41,784.77,Fixation
22876048312,SMP,18,672.73,785.38,Fixation
22876052303,SMP,18,673.97,785.89,Fixation
22876056213,SMP,18,675.38,785.51,Fixation
22876060295,SMP,18,677.06,784.93,Fixation
22876064321,SMP,18,678.21,785.55,Fixation
22876068310,SMP,18,678.69,784.24,Fixation
22876072218,SMP,18,680.20,783.88,Fixation
22876076300,SMP,18,682.01,781.92,Fixation
22876080316,SMP,18,682.70,781.55,Fixation
22876084305,SMP,18,684.46,782.27,Fixation
22876088301,SMP,18,685.73,780.68,Fixation
22876092297,SMP,18,686.99,782.34,Fixation
22876096308,SMP,18,687.94,778.73,Saccade
22876100296,SMP,18,689.65,777.45,Saccade
22876104333,SMP,18,689.28,770.35,Saccade
22876108294,SMP,18,689.92,707.70,Saccade
22876112312,SMP,18,691.99,660.20,Saccade
22876116292,SMP,18,691.97,637.30,Saccade
22876120209,SMP,18,690.73,603.85,Saccade
22876124293,SMP,18,690.88,575.87,Saccade
22876128315,SMP,18,691.77,522.93,Saccade
22876132337,SMP,18,689.02,511.71,Saccade
22876136206,SMP,18,686.37,464.52,Saccade
22876140317,SMP,18,677.15,419.81,Saccade
22876144298,SMP,18,672.59,354.94,Saccade
22876148313,SMP,18,658.77,358.22,Saccade
22876152308,SMP,18,657.67,344.83,Saccade
22876156294,SMP,18,653.97,313.90,Saccade
22876160298,SMP,18,656.76,313.38,Saccade
22876164300,SMP,18,650.36,312.95,Saccade
22876168313,SMP,18,647.98,312.81,Fixation
22876172294,SMP,18,645.93,310.20,Fixation
22876176298,SMP,18,646.21,311.08,Fixation
22876180325,SMP,18,643.98,310.73,Fixation
22876184306,SMP,18,642.72,307.93,Fixation
22876188332,SMP,18,643.27,303.93,Fixation
22876192295,SMP,18,644.42,302.66,Fixation
22876196331,SMP,18,643.50,301.14,Fixation
22876200308,SMP,18,644.58,298.76,Fixation
22876204330,SMP,18,643.14,298.67,Fixation
22876208295,SMP,18,643.38,296.28,Fixation
22876212296,SMP,18,643.88,294.99,Fixation
22876216211,SMP,18,645.41,293.66,Fixation
22876220311,SMP,18,643.90,293.05,Fixation
22876224298,SMP,18,644.02,291.76,Fixation
22876228295,SMP,18,644.04,291.02,Fixation
22876232216,SMP,18,642.91,291.42,Fixation
22876236317,SMP,18,641.50,291.62,Fixation
22876240315,SMP,18,639.84,291.01,Fixation
22876244299,SMP,18,639.86,291.65,Fixation
22876248305,SMP,18,638.79,291.00,Fixation
22876252294,SMP,18,637.65,291.91,Fixation
22876256328,SMP,18,637.31,291.38,Fixation
22876260296,SMP,18,635.86,291.10,Fixation
22876264209,SMP,18,635.81,290.94,Fixation
22876268318,SMP,18,633.22,291.45,Fixation
22876272340,SMP,18,633.54,291.04,Fixation
22876276300,SMP,18,633.21,292.21,Fixation
22876280295,SMP,18,632.47,291.57,Fixation
22876284299,SMP,18,632.42,292.00,Fixation
22876288310,SMP,18,633.99,293.54,Fixation
22876292302,SMP,18,632.82,294.46,Saccade
22876296172,SMP,18,629.40,292.74,Saccade
22876300204,SMP,18,627.78,273.77,Saccade
22876304185,SMP,18,624.57,233.07,Saccade
22876308182,SMP,18,623.48,232.93,Saccade
22876312225,SMP,18,624.69,243.15,Fixation
22876316164,SMP,18,621.63,251.04,Fixation
22876320178,SMP,18,622.47,246.31,Fixation
22876324176,SMP,18,623.19,245.17,Fixation
22876328212,SMP,18,621.35,242.59,Fixation
22876332166,SMP,18,620.17,245.35,Fixation
22876336186,SMP,18,617.35,241.32,Fixation
22876340195,SMP,18,617.38,240.59,Fixation
22876344177,SMP,18,616.02,241.06,Fixation
22876348167,SMP,18,615.77,243.09,Fixation
22876352177,SMP,18,615.74,244.55,Fixation
22876356186,SMP,18,613.24,245.54,Fixation
22876360216,SMP,18,613.31,245.28,Fixation
22876364170,SMP,18,611.06,244.55,Fixation
22876368179,SMP,18,610.22,244.52,Fixation
22876372178,SMP,18,609.59,244.08,Fixation
22876376220,SMP,18,608.95,243.48,Fixation
22876380166,SMP,18,609.59,243.69,Fixation
22876384205,SMP,18,609.92,245.00,Fixation
22876388171,SMP,18,612.98,246.21,Fixation
22876392204,SMP,18,613.11,246.60,Fixation
22876396174,SMP,18,614.48,247.51,Fixation
22876400184,SMP,18,615.05,248.85,Fixation
22876404176,SMP,18,616.30,249.33,Fixation
22876408218,SMP,18,618.74,251.89,Fixation
22876412170,SMP,18,621.36,252.80,Fixation
22876416174,SMP,18,621.49,254.24,Fixation
22876420203,SMP,18,622.89,255.77,Fixation
22876424185,SMP,18,625.39,256.25,Fixation
22876428193,SMP,18,625.75,256.53,Fixation
22876432169,SMP,18,625.18,256.34,Fixation
22876436189,SMP,18,626.46,257.18,Fixation
22876440220,SMP,18,626.90,257.45,Fixation
22876444191,SMP,18,626.78,256.48,Fixation
22876448168,SMP,18,626.10,255.70,Fixation
22876452186,SMP,18,626.12,254.08,Fixation
22876456181,SMP,18,624.03,252.67,Fixation
22876460173,SMP,18,623.96,252.09,Fixation
22876464173,SMP,18,622.85,251.57,Fixation
22876468200,SMP,18,621.54,251.32,Fixation
22876472186,SMP,18,621.25,251.54,Fixation
22876476184,SMP,18,619.28,250.58,Fixation
22876480180,SMP,18,618.98,250.77,Fixation
22876484171,SMP,18,616.68,250.45,Fixation
22876488205,SMP,18,616.36,250.82,Fixation
22876492183,SMP,18,617.02,250.89,Fixation
22876496173,SMP,18,617.11,251.32,Fixation
22876500169,SMP,18,616.45,252.03,Fixation
22876504220,SMP,18,615.14,252.41,Fixation
22876508182,SMP,18,615.62,251.61,Fixation
22876512192,SMP,18,614.59,251.32,Fixation
22876516181,SMP,18,613.76,251.86,Fixation
22876520192,SMP,18,615.14,252.69,Fixation
22876524171,SMP,18,614.74,251.99,Fixation
22876528197,SMP,18,616.39,252.42,Fixation
22876532171,SMP,18,617.15,251.85,Fixation
22876536216,SMP,18,617.34,253.12,Fixation
22876540184,SMP,18,617.94,253.59,Fixation
22876544186,SMP,18,617.96,253.52,Fixation
22876548197,SMP,18,619.41,254.01,Fixation
22876552173,SMP,18,620.30,255.48,Fixation
22876556180,SMP,18,621.20,255.41,Fixation
22876560211,SMP,18,621.87,255.25,Fixation
22876564182,SMP,18,621.56,255.34,Fixation
22876568172,SMP,18,623.38,255.51,Fixation
22876572199,SMP,18,622.74,255.29,Fixation
22876576214,SMP,18,621.68,255.70,Fixation
22876580174,SMP,18,622.34,256.18,Fixation
22876584170,SMP,18,622.47,255.91,Fixation
22876588192,SMP,18,623.42,255.80,Fixation
22876592182,SMP,18,622.38,255.77,Fixation
22876596193,SMP,18,621.52,255.62,Fixation
22876600201,SMP,18,621.46,255.83,Fixation
22876604194,SMP,18,620.90,255.90,Fixation
22876608176,SMP,18,621.62,255.49,Fixation
22876612196,SMP,18,620.55,255.40,Fixation
22876616183,SMP,18,620.50,255.03,Fixation
22876620169,SMP,18,620.75,254.60,Fixation
22876624194,SMP,18,621.06,253.57,Fixation
22876628178,SMP,18,620.78,253.63,Fixation
22876632182,SMP,18,619.30,253.31,Fixation
22876636171,SMP,18,619.41,253.29,Fixation
22876640211,SMP,18,619.89,252.82,Fixation
22876644188,SMP,18,620.54,253.13,Fixation
22876648214,SMP,18,620.80,253.06,Fixation
22876652169,SMP,18,619.94,253.11,Fixation
22876656207,SMP,18,619.25,253.92,Fixation
22876660217,SMP,18,619.84,254.66,Fixation
22876664225,SMP,18,619.85,255.30,Fixation
22876668171,SMP,18,619.25,255.80,Fixation
22876672188,SMP,18,618.74,256.25,Fixation
22876676193,SMP,18,618.95,256.87,Fixation
22876680213,SMP,18,619.09,257.10,Fixation
22876684189,SMP,18,618.66,257.68,Fixation
22876688169,SMP,18,617.37,257.65,Fixation
22876692199,SMP,18,616.48,258.19,Fixation
22876696230,SMP,18,616.93,258.95,Fixation
22876700186,SMP,18,617.68,258.62,Fixation
22876704155,SMP,18,617.20,259.02,Fixation
22876708211,SMP,18,617.52,259.41,Fixation
22876712231,SMP,18,616.97,260.32,Fixation
22876716185,SMP,18,616.95,260.06,Fixation
22876720170,SMP,18,618.21,259.88,Fixation
22876724177,SMP,18,618.04,260.37,Fixation
22876728185,SMP,18,618.12,259.82,Fixation
22876732204,SMP,18,618.75,259.84,Fixation
22876736175,SMP,18,619.33,259.78,Fixation
22876740195,SMP,18,619.93,259.33,Saccade
22876744212,SMP,18,621.41,262.22,Saccade
22876748184,SMP,18,615.84,286.46,Saccade
22876752175,SMP,18,615.04,381.89,Saccade
22876756171,SMP,18,604.28,450.56,Saccade
22876760188,SMP,18,598.51,472.40,Saccade
22876764199,SMP,18,601.39,486.75,Saccade
22876768187,SMP,18,602.78,496.74,Saccade
22876772178,SMP,18,605.82,523.51,Saccade
22876776185,SMP,18,607.13,553.86,Saccade
22876780187,SMP,18,612.29,560.40,Saccade
22876784187,SMP,18,614.40,526.75,-
22876788184,SMP,18,611.90,507.74,-
22876792188,SMP,18,611.82,505.56,Saccade
22876796197,SMP,18,607.36,515.67,Saccade
22876800178,SMP,18,610.33,535.76,Saccade
22876804174,SMP,18,612.28,550.25,Saccade
22876808214,SMP,18,613.72,558.30,Saccade
22876812187,SMP,18,613.64,561.13,Saccade
22876816198,SMP,18,614.19,563.10,Fixation
22876820183,SMP,18,614.26,565.39,Fixation
22876824206,SMP,18,614.42,563.93,Fixation
22876828198,SMP,18,611.70,566.12,Fixation
22876832206,SMP,18,610.64,563.74,Fixation
22876836173,SMP,18,610.45,567.31,Fixation
22876840203,SMP,18,610.56,567.22,Fixation
22876844211,SMP,18,611.20,566.78,Fixation
22876848212,SMP,18,611.69,566.17,Fixation
22876852192,SMP,18,612.27,563.64,Fixation
22876856205,SMP,18,613.06,563.33,Fixation
22876860196,SMP,18,613.60,561.19,Fixation
22876864177,SMP,18,613.37,560.95,Fixation
22876868184,SMP,18,613.54,559.25,Fixation
22876872174,SMP,18,614.81,559.96,Fixation
22876876201,SMP,18,615.00,560.65,Fixation
22876880176,SMP,18,615.97,561.97,Fixation
22876884181,SMP,18,616.27,562.41,Fixation
22876888205,SMP,18,616.84,564.01,Fixation
22876892172,SMP,18,617.55,565.66,Fixation
22876896201,SMP,18,617.22,566.65,Fixation
22876900201,SMP,18,617.30,567.78,Fixation
22876904216,SMP,18,616.58,567.65,Fixation
22876908177,SMP,18,616.89,566.46,Fixation
22876912176,SMP,18,616.78,567.26,Fixation
22876916184,SMP,18,616.82,566.36,Fixation
22876920222,SMP,18,617.53,565.69,Fixation
22876924172,SMP,18,617.32,564.80,Fixation
22876928215,SMP,18,617.18,562.27,Fixation
22876932212,SMP,18,616.99,562.21,Saccade
22876936186,SMP,18,615.74,561.17,Saccade
22876940179,SMP,18,615.26,554.65,Saccade
22876944183,SMP,18,614.58,534.99,Saccade
22876948189,SMP,18,614.91,500.81,Saccade
22876952209,SMP,18,615.46,492.04,Saccade
22876956171,SMP,18,615.55,491.09,Fixation
22876960216,SMP,18,616.29,503.67,Fixation
22876964194,SMP,18,615.29,506.40,Fixation
22876968213,SMP,18,614.82,515.89,Fixation
22876972185,SMP,18,614.32,506.53,Fixation
22876976180,SMP,18,613.42,503.78,Fixation
22876980191,SMP,18,613.73,502.85,Fixation
22876984191,SMP,18,612.68,500.33,Fixation
22876988215,SMP,18,613.08,500.66,Fixation
22876992173,SMP,18,613.36,502.25,Fixation
22876996189,SMP,18,611.77,503.55,Fixation
22877000183,SMP,18,611.27,505.13,Fixation
22877004181,SMP,18,609.86,503.93,Fixation
22877008177,SMP,18,609.98,503.11,Fixation
22877012182,SMP,18,609.99,501.72,Fixation
22877016221,SMP,18,610.04,500.59,Fixation
22877020177,SMP,18,610.17,500.50,Fixation
22877024196,SMP,18,610.75,499.13,Fixation
22877028178,SMP,18,610.83,499.12,Fixation
22877032193,SMP,18,610.58,498.94,Fixation
22877036180,SMP,18,610.13,499.12,Fixation
22877040196,SMP,18,610.40,499.49,Fixation
22877044181,SMP,18,610.06,499.26,Fixation
22877048222,SMP,18,610.30,500.21,Fixation
22877052176,SMP,18,609.87,499.67,Fixation
22877056193,SMP,18,609.40,499.70,Fixation
22877060179,SMP,18,608.85,498.61,Fixation
22877064182,SMP,18,608.67,498.00,Fixation
22877068183,SMP,18,608.57,498.47,Fixation
22877072189,SMP,18,608.69,498.84,Fixation
22877076179,SMP,18,608.56,498.21,Fixation
22877080205,SMP,18,608.74,497.46,Fixation
22877084188,SMP,18,609.08,496.27,Fixation
22877088207,SMP,18,610.15,495.44,Fixation
22877092171,SMP,18,609.25,494.04,Fixation
22877096185,SMP,18,609.80,493.45,Fixation
22877100198,SMP,18,609.67,493.13,Fixation
22877104178,SMP,18,610.78,493.41,Fixation
22877108196,SMP,18,610.45,493.16,Fixation
22877112211,SMP,18,610.85,492.92,Fixation
22877116190,SMP,18,610.88,490.91,Fixation
22877120219,SMP,18,609.96,490.42,Fixation
22877124209,SMP,18,610.65,489.16,Fixation
22877128173,SMP,18,610.21,486.88,Fixation
22877132210,SMP,18,608.58,487.27,Fixation
22877136193,SMP,18,607.73,486.45,Fixation
22877140203,SMP,18,607.65,486.24,Fixation
22877144176,SMP,18,607.59,484.38,Fixation
22877148189,SMP,18,606.69,483.05,Fixation
22877152191,SMP,18,605.48,481.41,Fixation
22877156201,SMP,18,605.10,480.72,Fixation
22877160189,SMP,18,605.06,480.70,Fixation
22877164176,SMP,18,605.98,480.51,Fixation
22877168188,SMP,18,604.73,481.35,Fixation
22877172213,SMP,18,604.97,482.50,Fixation
22877176200,SMP,18,605.17,482.62,Fixation
22877180178,SMP,18,605.71,482.79,Fixation
22877184189,SMP,18,606.59,484.39,Fixation
22877188187,SMP,18,607.74,486.55,Fixation
22877192193,SMP,18,609.95,489.76,Fixation
22877196185,SMP,18,610.29,489.48,Fixation
22877200180,SMP,18,611.97,489.59,Fixation
22877204199,SMP,18,616.72,489.92,Fixation
22877208193,SMP,18,615.72,491.65,Fixation
22877212176,SMP,18,620.65,490.90,Fixation
22877216183,SMP,18,622.20,491.13,Fixation
22877220187,SMP,18,623.26,492.06,Fixation
22877224201,SMP,18,625.75,492.25,Fixation
22877228192,SMP,18,627.16,494.16,Fixation
22877232179,SMP,18,628.21,496.23,Fixation
22877236178,SMP,18,626.99,494.32,Fixation
22877240184,SMP,18,623.39,494.33,Fixation
22877244198,SMP,18,621.06,493.98,Fixation
22877248185,SMP,18,618.25,493.51,Fixation
22877252186,SMP,18,618.15,493.32,Fixation
22877256206,SMP,18,615.98,493.48,Fixation
22877260202,SMP,18,614.47,491.88,Fixation
22877264183,SMP,18,612.81,490.32,Fixation
22877268214,SMP,18,609.54,487.24,Fixation
22877272202,SMP,18,607.99,485.19,Fixation
22877276199,SMP,18,606.30,482.90,Fixation
22877280180,SMP,18,605.59,481.58,Fixation
22877284202,SMP,18,605.92,480.06,Fixation
22877288200,SMP,18,606.89,479.63,Fixation
22877292194,SMP,18,608.12,481.01,Fixation
22877296180,SMP,18,608.35,479.85,Fixation
22877300185,SMP,18,609.03,480.66,Fixation
22877304206,SMP,18,608.84,480.21,Fixation
22877308211,SMP,18,610.95,480.25,Fixation
22877312199,SMP,18,613.38,483.98,Fixation
22877316197,SMP,18,616.72,488.58,Fixation
22877320098,SMP,18,618.91,491.16,Fixation
22877324209,SMP,18,621.87,492.58,Fixation
22877328179,SMP,18,623.79,493.94,Fixation
22877332174,SMP,18,624.76,497.54,Fixation
22877336210,SMP,18,625.53,498.40,Fixation
22877340219,SMP,18,627.15,500.61,Fixation
22877344199,SMP,18,628.01,502.11,Fixation
22877348179,SMP,18,629.51,502.80,Fixation
22877352198,SMP,18,629.72,505.04,Fixation
22877356180,SMP,18,629.55,505.02,Fixation
22877360199,SMP,18,629.13,504.71,Fixation
22877364201,SMP,18,628.47,504.11,Fixation
22877368088,SMP,18,628.49,503.39,Fixation
22877372181,SMP,18,628.33,503.81,Fixation
22877376176,SMP,18,628.75,504.10,Fixation
22877380209,SMP,18,629.18,504.16,Fixation
22877384090,SMP,18,629.54,504.07,Fixation
22877388180,SMP,18,630.76,503.21,Fixation
22877392205,SMP,18,630.83,503.85,Fixation
22877396181,SMP,18,631.22,504.25,Fixation
22877400088,SMP,18,631.92,504.41,Fixation
22877404190,SMP,18,632.53,505.40,Fixation
22877408186,SMP,18,632.87,506.53,Fixation
22877412194,SMP,18,632.23,506.99,Fixation
22877416085,SMP,18,631.66,507.40,Fixation
22877420182,SMP,18,631.60,509.00,Fixation
22877424181,SMP,18,630.91,509.55,Fixation
22877428184,SMP,18,627.09,508.17,Fixation
22877432217,SMP,18,625.91,508.54,Fixation
22877436182,SMP,18,625.21,507.52,Fixation
22877440214,SMP,18,621.91,506.99,Fixation
22877444190,SMP,18,621.36,506.11,Fixation
22877448191,SMP,18,619.36,505.08,Fixation
22877452183,SMP,18,618.87,504.46,Fixation
22877456182,SMP,18,617.26,502.79,Fixation
22877460187,SMP,18,616.74,501.77,Fixation
22877464134,SMP,18,615.23,498.94,Fixation
22877468182,SMP,18,615.25,497.47,Fixation
22877472224,SMP,18,615.30,496.22,Fixation
22877476193,SMP,18,614.16,494.54,Fixation
22877480089,SMP,18,613.52,494.56,Fixation
22877484180,SMP,18,613.96,491.43,Fixation
22877488213,SMP,18,614.41,490.69,Fixation
22877492197,SMP,18,613.80,488.80,Fixation
22877496123,SMP,18,612.89,486.96,Fixation
22877500191,SMP,18,613.09,485.11,Fixation
22877504207,SMP,18,612.39,484.15,Fixation
22877508221,SMP,18,612.18,483.28,Fixation
22877512123,SMP,18,610.80,482.11,Fixation
22877516180,SMP,18,611.60,482.39,Fixation
22877520178,SMP,18,611.99,483.21,Fixation
22877524220,SMP,18,613.24,482.84,Fixation
22877528211,SMP,18,612.63,484.25,Fixation
22877532192,SMP,18,611.51,483.54,Fixation
22877536181,SMP,18,612.70,484.59,Fixation
22877540224,SMP,18,612.64,485.19,Fixation
22877544091,SMP,18,612.86,486.09,Fixation
22877548220,SMP,18,613.08,486.35,Fixation
22877552180,SMP,18,612.96,485.47,Fixation
22877556182,SMP,18,613.40,485.59,Fixation
22877560108,SMP,18,612.04,485.36,Fixation
22877564181,SMP,18,611.46,484.93,Fixation
22877568182,SMP,18,610.91,484.38,Fixation
22877572184,SMP,18,611.59,483.73,Fixation
22877576128,SMP,18,611.21,483.73,Fixation
22877580185,SMP,18,610.18,484.09,Fixation
22877584199,SMP,18,609.15,483.64,Fixation
22877588187,SMP,18,608.27,482.80,Fixation
22877592102,SMP,18,607.92,482.48,Fixation
22877596204,SMP,18,607.14,482.25,Fixation
22877600203,SMP,18,605.51,481.87,Fixation
22877604186,SMP,18,604.82,481.50,Fixation
22877608221,SMP,18,603.56,480.23,Fixation
22877612181,SMP,18,603.22,480.74,Fixation
22877616213,SMP,18,602.51,481.35,Fixation
22877620183,SMP,18,603.56,481.34,Fixation
22877624103,SMP,18,603.50,481.21,Fixation
22877628201,SMP,18,602.44,481.93,Fixation
22877632187,SMP,18,601.04,484.33,Fixation
22877636186,SMP,18,596.30,484.77,Fixation
22877640088,SMP,18,593.01,488.63,Fixation
22877644204,SMP,18,592.49,488.55,Fixation
22877648224,SMP,18,593.06,491.48,Fixation
22877652189,SMP,18,596.11,494.41,Fixation
22877656087,SMP,18,597.20,494.69,Fixation
22877660219,SMP,18,596.75,495.29,Fixation
22877664199,SMP,18,599.65,496.21,Fixation
22877668202,SMP,18,598.56,499.26,Fixation
22877672179,SMP,18,598.55,498.84,Fixation
22877676218,SMP,18,600.37,499.61,Fixation
22877680205,SMP,18,604.56,500.37,Fixation
22877684189,SMP,18,605.42,501.22,Fixation
22877688057,SMP,18,607.32,502.59,Fixation
22877692077,SMP,18,608.95,504.03,Fixation
22877696082,SMP,18,608.87,503.33,Fixation
22877700069,SMP,18,607.58,505.35,Fixation
22877704061,SMP,18,608.02,505.63,Fixation
22877708102,SMP,18,606.20,506.79,Fixation
22877712094,SMP,18,603.66,504.37,Fixation
22877716096,SMP,18,602.88,504.95,Fixation
22877720094,SMP,18,602.03,505.74,Fixation
22877724059,SMP,18,599.12,505.66,Fixation
22877728073,SMP,18,597.45,505.97,Fixation
22877732062,SMP,18,595.54,506.52,Fixation
22877736069,SMP,18,594.31,506.47,Fixation
22877740061,SMP,18,592.93,507.41,Fixation
22877744065,SMP,18,593.43,507.21,Fixation
22877748063,SMP,18,593.28,506.58,Fixation
22877752093,SMP,18,594.56,507.27,Fixation
22877756060,SMP,18,595.48,508.28,Fixation
22877760059,SMP,18,596.68,509.00,Fixation
22877764058,SMP,18,595.50,508.15,Fixation
22877768105,SMP,18,598.26,508.71,Fixation
22877772061,SMP,18,598.87,508.21,Fixation
22877776095,SMP,18,598.76,507.44,Fixation
22877780084,SMP,18,601.30,508.34,Fixation
22877784098,SMP,18,603.17,507.31,Fixation
22877788063,SMP,18,603.28,506.97,Fixation
22877792062,SMP,18,603.72,508.31,Fixation
22877796057,SMP,18,604.01,508.22,Fixation
22877800099,SMP,18,604.08,508.04,Fixation
22877804077,SMP,18,604.10,507.76,Fixation
22877808060,SMP,18,605.38,508.16,Fixation
22877812088,SMP,18,605.23,507.95,Fixation
22877816062,SMP,18,605.21,508.38,Fixation
22877820060,SMP,18,605.76,509.89,Fixation
22877824070,SMP,18,604.90,510.16,Fixation
22877828089,SMP,18,602.80,511.94,Fixation
22877832097,SMP,18,601.42,513.42,Fixation
22877836063,SMP,18,597.36,514.88,Fixation
22877840073,SMP,18,593.85,517.88,Fixation
22877844090,SMP,18,589.53,519.24,Fixation
22877848066,SMP,18,583.45,519.64,Fixation
22877852060,SMP,18,577.62,519.30,Saccade
22877856070,SMP,18,592.26,519.55,Saccade
22877860059,SMP,18,600.52,530.62,Saccade
22877864082,SMP,18,619.34,641.77,Saccade
22877868061,SMP,18,636.66,742.96,Saccade
22877872078,SMP,18,654.24,739.78,Saccade
22877876081,SMP,18,655.82,738.86,Saccade
22877880109,SMP,18,654.16,743.24,Fixation
22877884061,SMP,18,643.77,750.39,Fixation
22877888083,SMP,18,642.82,745.26,Fixation
22877892078,SMP,18,643.71,740.62,Fixation
22877896116,SMP,18,646.13,731.92,Fixation
22877900066,SMP,18,652.25,732.84,Fixation
22877904104,SMP,18,651.75,735.26,Fixation
22877908080,SMP,18,655.39,744.16,Fixation
22877912068,SMP,18,654.56,744.83,Fixation
22877916062,SMP,18,653.17,755.00,Fixation
22877920094,SMP,18,653.03,754.64,Fixation
22877924059,SMP,18,651.49,763.84,Fixation
22877928069,SMP,18,652.65,758.88,Fixation
22877932065,SMP,18,654.42,758.63,Fixation
22877936068,SMP,18,655.50,760.82,Fixation
22877940061,SMP,18,656.25,764.41,Fixation
22877944072,SMP,18,656.43,765.95,Fixation
22877948067,SMP,18,657.80,763.70,Fixation
22877952062,SMP,18,657.75,765.94,Fixation
22877956062,SMP,18,659.63,766.81,Fixation
22877960104,SMP,18,661.27,762.77,Fixation
22877964062,SMP,18,662.74,763.40,Fixation
22877968079,SMP,18,666.23,761.96,Fixation
22877972098,SMP,18,671.26,757.28,Fixation
22877976064,SMP,18,672.91,756.17,Fixation
22877980064,SMP,18,675.71,754.57,Fixation
22877984085,SMP,18,677.56,752.61,Fixation
22877988069,SMP,18,677.43,752.95,Fixation
22877992114,SMP,18,677.87,751.56,Fixation
22877996062,SMP,18,679.30,753.15,Fixation
22878000062,SMP,18,679.63,750.19,Fixation
22878004073,SMP,18,680.71,750.05,Fixation
22878008120,SMP,18,681.12,751.50,Fixation
22878012065,SMP,18,679.96,750.41,Fixation
22878016070,SMP,18,678.21,750.90,Fixation
22878020072,SMP,18,677.71,751.42,Fixation
22878024109,SMP,18,677.65,745.61,Fixation
22878028060,SMP,18,677.46,745.72,Fixation
22878032080,SMP,18,676.14,742.22,Fixation
22878036079,SMP,18,675.41,740.37,Fixation
22878040107,SMP,18,674.01,739.80,Fixation
22878044063,SMP,18,672.29,742.57,Fixation
22878048080,SMP,18,671.76,737.72,Fixation
22878052095,SMP,18,671.75,739.12,Fixation
22878056114,SMP,18,670.19,736.81,Fixation
22878060061,SMP,18,670.50,738.79,Fixation
22878064097,SMP,18,670.82,736.89,Fixation
22878068066,SMP,18,670.14,738.68,Fixation
22878072094,SMP,18,670.39,740.55,Fixation
22878076060,SMP,18,671.27,741.50,Fixation
22878080062,SMP,18,672.54,741.84,Fixation
22878084074,SMP,18,673.29,742.82,Fixation
22878088071,SMP,18,674.35,741.01,Fixation
22878092057,SMP,18,674.28,742.32,Fixation
22878096078,SMP,18,674.78,743.75,Fixation
22878100082,SMP,18,676.29,743.21,Fixation
22878104070,SMP,18,675.95,743.31,Fixation
