## [BeGaze]
## Converted from:	\\Ivr-x-1134-0601\shareddocs\sm\procenko001-002.idf
## Date:	25.04.2015 14:47:46
## Version:	BeGaze 3.5.101
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Trial
## Trial Count:	21
## Uses Plane File:	False
## Number of Samples:	39861
## Reversed:	none
## [Run]
## Subject:	procenko001-002
## Description:	Run27
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;108)
## Calibration Point 2:	Position(1728;270)
## Calibration Point 3:	Position(1440;972)
## Calibration Point 4:	Position(192;810)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1134-06012-NRB
## Operating System :	5.1
## IView X Version:	2.7.13
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, POR
##
Time,Type,Trial,L POR X [px],L POR Y [px],L Event Info
22824492482,SMP,18,553.68,756.65,Fixation
22824496480,SMP,18,554.01,757.94,Fixation
22824500471,SMP,18,554.49,760.19,Fixation
22824504476,SMP,18,554.98,762.11,Fixation
22824508511,SMP,18,555.64,761.84,Fixation
22824512476,SMP,18,556.57,763.36,Fixation
22824516394,SMP,18,558.80,762.86,Fixation
22824520480,SMP,18,560.26,764.77,Fixation
22824524483,SMP,18,561.05,763.83,Fixation
22824528492,SMP,18,563.51,762.08,Fixation
22824532480,SMP,18,564.63,761.47,Fixation
22824536477,SMP,18,566.27,757.69,Fixation
22824540495,SMP,18,567.65,751.46,Fixation
22824544497,SMP,18,570.58,750.37,Fixation
22824548427,SMP,18,572.62,746.08,Fixation
22824552476,SMP,18,575.29,745.52,Fixation
22824556478,SMP,18,576.46,741.93,Fixation
22824560492,SMP,18,579.31,741.83,Fixation
22824564508,SMP,18,579.32,742.14,Fixation
22824568469,SMP,18,582.05,739.09,Fixation
22824572475,SMP,18,583.31,739.70,Fixation
22824576475,SMP,18,584.58,737.46,Fixation
22824580388,SMP,18,582.95,737.34,Saccade
22824584474,SMP,18,578.02,736.38,Saccade
22824588487,SMP,18,567.11,736.30,Saccade
22824592496,SMP,18,546.88,737.77,Saccade
22824596395,SMP,18,547.86,736.64,Saccade
22824600483,SMP,18,551.83,735.27,Fixation
22824604477,SMP,18,550.82,734.11,Fixation
22824608475,SMP,18,551.60,733.51,Fixation
22824612396,SMP,18,547.98,733.21,Fixation
22824616497,SMP,18,543.68,731.89,Fixation
22824620471,SMP,18,543.68,731.48,Fixation
22824624475,SMP,18,541.66,730.53,Fixation
22824628390,SMP,18,541.95,730.69,Fixation
22824632478,SMP,18,541.14,730.55,Fixation
22824636480,SMP,18,543.68,728.68,Fixation
22824640474,SMP,18,544.83,728.73,Fixation
22824644391,SMP,18,546.14,728.45,Fixation
22824648486,SMP,18,545.81,728.49,Fixation
22824652473,SMP,18,544.65,728.48,Fixation
22824656483,SMP,18,543.63,729.62,Fixation
22824660488,SMP,18,544.02,733.67,Fixation
22824664477,SMP,18,544.45,733.58,Fixation
22824668485,SMP,18,544.99,737.78,Fixation
22824672476,SMP,18,545.46,736.27,Fixation
22824676497,SMP,18,546.30,736.89,Fixation
22824680472,SMP,18,546.62,737.64,Fixation
22824684491,SMP,18,545.88,738.72,Fixation
22824688472,SMP,18,545.46,739.35,Fixation
22824692501,SMP,18,546.13,737.21,Fixation
22824696495,SMP,18,546.92,734.63,Fixation
22824700475,SMP,18,547.78,736.58,Fixation
22824704487,SMP,18,548.08,734.45,Fixation
22824708379,SMP,18,548.07,732.72,Fixation
22824712484,SMP,18,548.01,730.59,Fixation
22824716494,SMP,18,547.45,730.63,Fixation
22824720473,SMP,18,547.08,730.24,Fixation
22824724473,SMP,18,547.21,728.74,Fixation
22824728482,SMP,18,546.92,723.88,Fixation
22824732517,SMP,18,546.78,720.03,Fixation
22824736487,SMP,18,546.20,716.58,Fixation
22824740382,SMP,18,545.69,716.84,Fixation
22824744480,SMP,18,545.13,714.72,Fixation
22824748508,SMP,18,544.77,712.24,Fixation
22824752519,SMP,18,544.29,709.91,Fixation
22824756378,SMP,18,543.05,706.00,Fixation
22824760506,SMP,18,543.38,705.52,Saccade
22824764476,SMP,18,544.10,703.78,Saccade
22824768489,SMP,18,545.62,696.38,Saccade
22824772375,SMP,18,551.85,682.92,Saccade
22824776493,SMP,18,554.45,669.83,Saccade
22824780473,SMP,18,556.41,675.42,Fixation
22824784499,SMP,18,556.62,674.72,Fixation
22824788479,SMP,18,559.19,678.35,Fixation
22824792507,SMP,18,561.07,677.26,Fixation
22824796477,SMP,18,560.27,674.46,Fixation
22824800496,SMP,18,562.32,674.65,Fixation
22824804479,SMP,18,563.08,669.04,Fixation
22824808477,SMP,18,563.57,667.00,Fixation
22824812367,SMP,18,563.33,667.39,Fixation
22824816476,SMP,18,562.08,666.82,Fixation
22824820494,SMP,18,561.28,668.88,Fixation
22824824473,SMP,18,560.46,667.79,Fixation
22824828377,SMP,18,560.82,669.88,Fixation
22824832368,SMP,18,561.12,670.96,Fixation
22824836394,SMP,18,560.04,667.59,Fixation
22824840348,SMP,18,561.14,666.22,Fixation
22824844365,SMP,18,561.11,665.46,Fixation
22824848355,SMP,18,562.27,664.91,Fixation
22824852395,SMP,18,562.48,665.97,Fixation
22824856352,SMP,18,562.76,666.78,Fixation
22824860384,SMP,18,562.98,665.45,Fixation
22824864351,SMP,18,563.31,663.85,Fixation
22824868356,SMP,18,563.97,664.33,Fixation
22824872370,SMP,18,564.15,663.94,Fixation
22824876352,SMP,18,564.22,663.00,Fixation
22824880387,SMP,18,565.81,661.69,Fixation
22824884354,SMP,18,566.34,662.34,Fixation
22824888361,SMP,18,567.72,660.39,Fixation
22824892360,SMP,18,567.05,662.17,Fixation
22824896352,SMP,18,568.59,662.52,Fixation
22824900392,SMP,18,569.35,660.46,Fixation
22824904352,SMP,18,570.86,661.50,Fixation
22824908351,SMP,18,571.17,663.35,Fixation
22824912361,SMP,18,571.66,663.27,Fixation
22824916394,SMP,18,571.18,663.36,Fixation
22824920350,SMP,18,570.75,665.70,Fixation
22824924353,SMP,18,570.12,669.48,Fixation
22824928352,SMP,18,570.99,670.47,Fixation
22824932400,SMP,18,570.20,675.36,Fixation
22824936385,SMP,18,571.51,677.70,Fixation
22824940355,SMP,18,570.96,677.55,Fixation
22824944361,SMP,18,571.29,679.61,Fixation
22824948360,SMP,18,571.79,682.01,Fixation
22824952363,SMP,18,571.71,682.07,Fixation
22824956352,SMP,18,571.60,683.12,Fixation
22824960357,SMP,18,571.68,683.87,Fixation
22824964355,SMP,18,572.69,683.38,Fixation
22824968388,SMP,18,573.06,681.91,Fixation
22824972357,SMP,18,572.71,682.49,Fixation
22824976353,SMP,18,572.71,680.85,Fixation
22824980387,SMP,18,572.84,680.59,Fixation
22824984359,SMP,18,573.05,681.38,Fixation
22824988387,SMP,18,573.71,681.14,Fixation
22824992353,SMP,18,574.31,679.37,Fixation
22824996392,SMP,18,574.88,678.37,Fixation
22825000367,SMP,18,574.57,676.67,Fixation
22825004354,SMP,18,574.92,675.30,Fixation
22825008352,SMP,18,575.37,676.27,Fixation
22825012352,SMP,18,574.98,675.78,Fixation
22825016378,SMP,18,575.13,675.97,Fixation
22825020381,SMP,18,574.94,675.47,Fixation
22825024371,SMP,18,574.38,674.74,Fixation
22825028381,SMP,18,573.86,673.83,Fixation
22825032354,SMP,18,572.66,673.02,Fixation
22825036359,SMP,18,571.78,673.04,Fixation
22825040353,SMP,18,570.89,672.92,Fixation
22825044380,SMP,18,571.56,674.66,Fixation
22825048354,SMP,18,572.43,675.94,Saccade
22825052352,SMP,18,568.29,690.41,Saccade
22825056361,SMP,18,576.93,679.88,Saccade
22825060382,SMP,18,582.65,697.86,Saccade
22825064387,SMP,18,596.26,712.79,Saccade
22825068352,SMP,18,598.75,707.72,Saccade
22825072370,SMP,18,610.91,719.98,Saccade
22825076354,SMP,18,612.30,726.63,Saccade
22825080372,SMP,18,618.51,735.10,Saccade
22825084361,SMP,18,617.02,738.82,Saccade
22825088366,SMP,18,617.77,740.83,Fixation
22825092392,SMP,18,619.34,741.08,Fixation
22825096353,SMP,18,620.25,740.17,Fixation
22825100362,SMP,18,620.59,744.36,Fixation
22825104354,SMP,18,622.81,744.89,Fixation
22825108364,SMP,18,623.03,744.57,Fixation
22825112356,SMP,18,624.64,741.68,Fixation
22825116374,SMP,18,625.54,744.18,Fixation
22825120351,SMP,18,625.63,741.83,Fixation
22825124364,SMP,18,625.52,742.13,Fixation
22825128353,SMP,18,627.51,735.26,Fixation
22825132354,SMP,18,628.36,736.89,Fixation
22825136396,SMP,18,630.02,733.89,Fixation
22825140374,SMP,18,631.52,732.31,Fixation
22825144367,SMP,18,632.89,730.69,Fixation
22825148358,SMP,18,634.63,729.60,Fixation
22825152375,SMP,18,634.91,731.42,Fixation
22825156385,SMP,18,634.74,732.78,Fixation
22825160353,SMP,18,635.41,731.81,Fixation
22825164356,SMP,18,636.25,732.74,Fixation
22825168355,SMP,18,637.40,733.40,Fixation
22825172390,SMP,18,636.62,734.63,Fixation
22825176360,SMP,18,637.22,734.77,Fixation
22825180356,SMP,18,636.50,737.52,Fixation
22825184367,SMP,18,635.52,739.90,Fixation
22825188400,SMP,18,633.79,741.91,Fixation
22825192390,SMP,18,632.52,745.35,Fixation
22825196329,SMP,18,631.55,746.15,Fixation
22825200353,SMP,18,631.36,746.27,Fixation
22825204395,SMP,18,629.97,745.47,Fixation
22825208392,SMP,18,628.98,747.98,Fixation
22825212362,SMP,18,627.41,746.74,Fixation
22825216358,SMP,18,627.32,747.07,Fixation
22825220396,SMP,18,626.48,751.19,Fixation
22825224376,SMP,18,625.70,750.31,Fixation
22825228353,SMP,18,624.83,750.38,Fixation
22825232359,SMP,18,625.29,753.27,Fixation
22825236370,SMP,18,625.21,751.92,Fixation
22825240381,SMP,18,625.07,753.40,Fixation
22825244388,SMP,18,625.28,753.73,Fixation
22825248355,SMP,18,625.78,751.53,Fixation
22825252360,SMP,18,626.77,750.16,Fixation
22825256360,SMP,18,628.30,747.65,Fixation
22825260358,SMP,18,628.88,749.80,Fixation
22825264354,SMP,18,628.77,747.82,Fixation
22825268394,SMP,18,630.59,748.03,Fixation
22825272354,SMP,18,634.17,749.61,Fixation
22825276359,SMP,18,643.28,748.01,Fixation
22825280379,SMP,18,646.23,750.53,Fixation
22825284353,SMP,18,646.55,749.70,Fixation
22825288375,SMP,18,647.59,751.68,Fixation
22825292360,SMP,18,648.53,750.82,Fixation
22825296366,SMP,18,650.17,753.33,Fixation
22825300381,SMP,18,652.80,757.93,Fixation
22825304355,SMP,18,652.37,760.71,Fixation
22825308394,SMP,18,654.52,762.39,Fixation
22825312370,SMP,18,656.00,764.55,Fixation
22825316382,SMP,18,656.99,765.59,Fixation
22825320359,SMP,18,657.02,766.62,Fixation
22825324357,SMP,18,658.28,765.53,Fixation
22825328356,SMP,18,659.40,765.42,Fixation
22825332383,SMP,18,660.48,766.11,Fixation
22825336366,SMP,18,661.79,769.34,Fixation
22825340372,SMP,18,662.68,771.40,Fixation
22825344356,SMP,18,661.73,776.22,Fixation
22825348390,SMP,18,662.53,776.38,Fixation
22825352357,SMP,18,662.31,784.51,Fixation
22825356362,SMP,18,661.72,787.08,Fixation
22825360404,SMP,18,661.28,783.26,Fixation
22825364387,SMP,18,662.10,777.19,Fixation
22825368361,SMP,18,661.89,779.74,Fixation
22825372363,SMP,18,661.99,782.22,Fixation
22825376363,SMP,18,660.74,778.23,Fixation
22825380426,SMP,18,661.38,774.49,Fixation
22825384351,SMP,18,660.98,779.67,Fixation
22825388352,SMP,18,660.49,773.27,Fixation
22825392366,SMP,18,660.27,773.45,Fixation
22825396396,SMP,18,661.24,768.20,Fixation
22825400354,SMP,18,660.18,768.12,Fixation
22825404387,SMP,18,661.41,763.96,Fixation
22825408396,SMP,18,660.67,761.76,Fixation
22825412412,SMP,18,660.46,760.37,Fixation
22825416375,SMP,18,659.27,757.01,Fixation
22825420358,SMP,18,659.30,756.52,Fixation
22825424370,SMP,18,658.69,754.53,Fixation
22825428398,SMP,18,657.77,753.26,Fixation
22825432378,SMP,18,659.03,752.66,Fixation
22825436357,SMP,18,659.20,750.42,Fixation
22825440367,SMP,18,658.40,750.27,Fixation
22825444399,SMP,18,657.72,751.17,Fixation
22825448394,SMP,18,656.91,751.22,Fixation
22825452356,SMP,18,656.80,752.83,Fixation
22825456364,SMP,18,656.26,754.06,Fixation
22825460359,SMP,18,656.09,755.47,Fixation
22825464368,SMP,18,655.61,755.75,Fixation
22825468355,SMP,18,655.66,755.97,Fixation
22825472375,SMP,18,656.11,757.14,Fixation
22825476370,SMP,18,655.10,759.30,Fixation
22825480356,SMP,18,654.11,763.31,Fixation
22825484352,SMP,18,652.84,765.42,Fixation
22825488402,SMP,18,653.57,764.61,Fixation
22825492388,SMP,18,653.33,769.14,Fixation
22825496356,SMP,18,654.01,764.82,Fixation
22825500360,SMP,18,653.62,767.84,Fixation
22825504360,SMP,18,656.66,766.37,Fixation
22825508397,SMP,18,659.05,770.14,Fixation
22825512356,SMP,18,662.05,768.96,Fixation
22825516359,SMP,18,665.36,768.29,Fixation
22825520360,SMP,18,667.19,769.25,Fixation
22825524365,SMP,18,667.46,769.55,Fixation
22825528356,SMP,18,669.15,768.38,Fixation
22825532382,SMP,18,670.17,771.00,Fixation
22825536359,SMP,18,672.33,769.20,Fixation
22825540369,SMP,18,673.38,770.50,Fixation
22825544375,SMP,18,674.40,770.50,Fixation
22825548381,SMP,18,673.87,772.20,Fixation
22825552357,SMP,18,673.14,771.59,Fixation
22825556385,SMP,18,672.04,774.80,Fixation
22825560359,SMP,18,671.28,774.38,Fixation
22825564366,SMP,18,670.47,777.40,Fixation
22825568366,SMP,18,670.48,773.55,Fixation
22825572356,SMP,18,671.06,775.54,Fixation
22825576360,SMP,18,671.26,772.86,Fixation
22825580400,SMP,18,670.08,775.03,Fixation
22825584367,SMP,18,671.22,771.69,Fixation
22825588384,SMP,18,670.65,772.43,Fixation
22825592366,SMP,18,670.23,770.78,Fixation
22825596375,SMP,18,670.76,772.64,Fixation
22825600386,SMP,18,670.41,770.59,Fixation
22825604356,SMP,18,669.66,771.94,Saccade
22825608371,SMP,18,666.23,768.91,Saccade
22825612392,SMP,18,661.32,764.45,Saccade
22825616388,SMP,18,651.04,712.18,Saccade
22825620361,SMP,18,631.75,696.46,Saccade
22825624356,SMP,18,610.70,660.43,Saccade
22825628372,SMP,18,609.12,651.91,Saccade
22825632367,SMP,18,609.41,653.58,Saccade
22825636360,SMP,18,602.97,659.89,Fixation
22825640362,SMP,18,604.73,652.17,Fixation
22825644367,SMP,18,598.52,651.62,Fixation
22825648401,SMP,18,601.25,649.34,Fixation
22825652401,SMP,18,598.05,647.64,Fixation
22825656359,SMP,18,595.27,644.87,Fixation
22825660370,SMP,18,593.64,645.15,Fixation
22825664368,SMP,18,592.72,642.60,Fixation
22825668362,SMP,18,591.92,641.33,Fixation
22825672357,SMP,18,591.75,638.95,Fixation
22825676379,SMP,18,592.25,639.52,Fixation
22825680359,SMP,18,593.50,639.03,Fixation
22825684398,SMP,18,594.79,637.38,Fixation
22825688353,SMP,18,596.91,637.85,Fixation
22825692358,SMP,18,597.63,636.91,Fixation
22825696383,SMP,18,598.10,637.10,Fixation
22825700360,SMP,18,599.60,637.98,Fixation
22825704351,SMP,18,600.72,638.47,Fixation
22825708361,SMP,18,602.05,639.49,Fixation
22825712383,SMP,18,603.05,641.46,Fixation
22825716385,SMP,18,604.26,642.50,Fixation
22825720376,SMP,18,605.31,642.99,Fixation
22825724355,SMP,18,606.40,642.79,Fixation
22825728359,SMP,18,607.15,644.11,Fixation
22825732370,SMP,18,607.35,643.08,Fixation
22825736364,SMP,18,608.42,643.90,Fixation
22825740367,SMP,18,609.08,644.76,Fixation
22825744366,SMP,18,609.94,645.70,Fixation
22825748384,SMP,18,611.11,646.01,Fixation
22825752383,SMP,18,611.49,646.00,Fixation
22825756366,SMP,18,612.44,645.99,Fixation
22825760361,SMP,18,612.65,645.84,Fixation
22825764403,SMP,18,611.84,645.06,Fixation
22825768360,SMP,18,611.58,644.07,Fixation
22825772396,SMP,18,610.03,644.11,Fixation
22825776360,SMP,18,609.03,644.14,Fixation
22825780310,SMP,18,607.60,644.28,Fixation
22825784400,SMP,18,606.00,645.05,Fixation
22825788377,SMP,18,605.40,644.99,Fixation
22825792358,SMP,18,602.93,648.30,Fixation
22825796280,SMP,18,600.39,650.06,Fixation
22825800396,SMP,18,598.41,652.38,Fixation
22825804371,SMP,18,597.16,653.78,Fixation
22825808359,SMP,18,596.57,656.00,Fixation
22825812282,SMP,18,596.57,657.14,Fixation
22825816363,SMP,18,596.78,658.41,Fixation
22825820381,SMP,18,597.06,661.06,Fixation
22825824366,SMP,18,597.50,662.64,Fixation
22825828398,SMP,18,599.19,664.27,Fixation
22825832377,SMP,18,600.41,665.68,Fixation
22825836362,SMP,18,601.04,666.05,Fixation
22825840366,SMP,18,602.53,667.32,Fixation
22825844274,SMP,18,602.06,668.24,Fixation
22825848374,SMP,18,602.86,670.81,Fixation
22825852372,SMP,18,602.04,672.14,Fixation
22825856362,SMP,18,601.31,673.83,Fixation
22825860274,SMP,18,600.47,675.27,Fixation
22825864360,SMP,18,600.49,675.26,Fixation
22825868358,SMP,18,599.34,679.08,Fixation
22825872389,SMP,18,599.24,678.56,Fixation
22825876358,SMP,18,598.88,680.29,Saccade
22825880381,SMP,18,599.29,675.24,Saccade
22825884384,SMP,18,599.17,661.70,Saccade
22825888364,SMP,18,601.84,626.24,Saccade
22825892364,SMP,18,601.64,614.86,Saccade
22825896359,SMP,18,602.63,604.15,Saccade
22825900397,SMP,18,603.67,606.67,Saccade
22825904356,SMP,18,605.44,600.63,Fixation
22825908301,SMP,18,606.41,600.74,Fixation
22825912360,SMP,18,608.50,599.73,Fixation
22825916378,SMP,18,609.91,598.95,Fixation
22825920395,SMP,18,611.29,597.50,Fixation
22825924390,SMP,18,611.62,597.31,Fixation
22825928354,SMP,18,613.32,596.61,Fixation
22825932370,SMP,18,613.18,595.57,Fixation
22825936378,SMP,18,613.87,594.38,Fixation
22825940381,SMP,18,614.71,595.32,Fixation
22825944365,SMP,18,615.53,594.53,Fixation
22825948362,SMP,18,615.32,593.64,Fixation
22825952364,SMP,18,615.79,593.64,Fixation
22825956384,SMP,18,616.34,593.96,Fixation
22825960361,SMP,18,616.94,593.09,Fixation
22825964367,SMP,18,617.19,592.98,Fixation
22825968385,SMP,18,618.48,592.23,Fixation
22825972382,SMP,18,617.40,593.01,Fixation
22825976369,SMP,18,617.44,593.42,Fixation
22825980364,SMP,18,617.61,595.23,Fixation
22825984380,SMP,18,617.63,595.74,Fixation
22825988282,SMP,18,617.50,599.06,Fixation
22825992361,SMP,18,617.94,601.24,Fixation
22825996362,SMP,18,619.02,599.78,Fixation
22826000396,SMP,18,619.37,600.58,Fixation
22826004268,SMP,18,620.20,600.29,Fixation
22826008384,SMP,18,621.95,601.67,Fixation
22826012363,SMP,18,623.10,600.75,Fixation
22826016381,SMP,18,624.04,602.83,Fixation
22826020303,SMP,18,625.30,603.32,Fixation
22826024385,SMP,18,627.18,601.55,Fixation
22826028385,SMP,18,628.06,601.90,Fixation
22826032361,SMP,18,629.28,600.04,Fixation
22826036384,SMP,18,629.27,599.53,Fixation
22826040366,SMP,18,629.26,601.35,Fixation
22826044367,SMP,18,629.00,603.11,Fixation
22826048361,SMP,18,627.45,604.24,Fixation
22826052383,SMP,18,626.52,603.62,Fixation
22826056372,SMP,18,625.89,605.63,Fixation
22826060378,SMP,18,625.70,605.85,Fixation
22826064362,SMP,18,625.22,605.50,Fixation
22826068268,SMP,18,624.92,605.10,Fixation
22826072368,SMP,18,624.83,604.83,Fixation
22826076373,SMP,18,624.26,606.58,Fixation
22826080361,SMP,18,623.84,607.58,Fixation
22826084312,SMP,18,623.10,609.46,Fixation
22826088373,SMP,18,623.13,608.84,Fixation
22826092365,SMP,18,623.55,608.66,Fixation
22826096365,SMP,18,622.74,609.37,Fixation
22826100267,SMP,18,621.86,612.21,Saccade
22826104382,SMP,18,619.51,614.33,Saccade
22826108370,SMP,18,617.13,623.61,Saccade
22826112380,SMP,18,613.95,681.98,Saccade
22826116263,SMP,18,608.21,722.91,Saccade
22826120380,SMP,18,600.50,769.47,Saccade
22826124384,SMP,18,590.44,805.15,Saccade
22826128365,SMP,18,586.85,835.10,Saccade
22826132266,SMP,18,591.86,841.87,Saccade
22826136383,SMP,18,591.53,838.07,Fixation
22826140367,SMP,18,588.89,831.12,Fixation
22826144405,SMP,18,585.93,817.71,Fixation
22826148269,SMP,18,584.18,813.50,Fixation
22826152372,SMP,18,581.62,823.49,Fixation
22826156362,SMP,18,577.07,830.80,Fixation
22826160376,SMP,18,573.14,834.43,Fixation
22826164375,SMP,18,568.17,844.84,Fixation
22826168362,SMP,18,569.09,841.10,Fixation
22826172397,SMP,18,566.62,838.42,Fixation
22826176386,SMP,18,564.44,837.26,Fixation
22826180272,SMP,18,562.41,844.36,Fixation
22826184364,SMP,18,560.61,845.14,Fixation
22826188363,SMP,18,560.16,840.91,Fixation
22826192371,SMP,18,558.86,845.00,Fixation
22826196307,SMP,18,558.44,844.64,Fixation
22826200367,SMP,18,559.21,847.24,Fixation
22826204385,SMP,18,561.84,845.35,Fixation
22826208273,SMP,18,562.90,844.38,Fixation
22826212278,SMP,18,564.35,844.02,Fixation
22826216237,SMP,18,565.80,844.93,Fixation
22826220271,SMP,18,565.31,850.55,Fixation
22826224251,SMP,18,566.01,848.74,Fixation
22826228371,SMP,18,566.44,848.86,Fixation
22826232246,SMP,18,566.26,847.53,Fixation
22826236242,SMP,18,567.34,844.62,Fixation
22826240261,SMP,18,567.22,843.99,Fixation
22826244250,SMP,18,568.44,843.12,Fixation
22826248249,SMP,18,567.79,841.63,Fixation
22826252239,SMP,18,568.25,838.77,Fixation
22826256256,SMP,18,568.38,838.82,Fixation
22826260248,SMP,18,568.77,836.14,Fixation
22826264264,SMP,18,569.48,834.89,Fixation
22826268242,SMP,18,569.53,835.85,Fixation
22826272241,SMP,18,569.62,834.46,Fixation
22826276247,SMP,18,570.97,833.61,Fixation
22826280272,SMP,18,570.57,836.39,Fixation
22826284238,SMP,18,570.17,838.12,Fixation
22826288279,SMP,18,569.97,838.97,Fixation
22826292270,SMP,18,570.60,838.09,Fixation
22826296258,SMP,18,570.92,840.99,Fixation
22826300242,SMP,18,571.17,839.29,Fixation
22826304243,SMP,18,571.34,841.52,Fixation
22826308283,SMP,18,570.72,839.91,Fixation
22826312266,SMP,18,569.67,839.59,Fixation
22826316237,SMP,18,569.42,838.73,Fixation
22826320275,SMP,18,568.28,840.59,Fixation
22826324254,SMP,18,566.65,840.38,Fixation
22826328267,SMP,18,567.74,838.16,Fixation
22826332258,SMP,18,566.89,842.50,Fixation
22826336237,SMP,18,565.70,842.76,Fixation
22826340259,SMP,18,565.26,841.35,Fixation
22826344256,SMP,18,564.38,844.81,Fixation
22826348239,SMP,18,563.91,846.37,Fixation
22826352238,SMP,18,563.61,846.58,Fixation
22826356270,SMP,18,563.52,849.93,Fixation
22826360281,SMP,18,563.77,851.14,Fixation
22826364238,SMP,18,563.59,849.52,Fixation
22826368265,SMP,18,564.18,849.43,Fixation
22826372235,SMP,18,563.16,848.90,Fixation
22826376257,SMP,18,559.63,848.25,Fixation
22826380262,SMP,18,556.78,846.28,Fixation
22826384247,SMP,18,557.58,845.08,Fixation
22826388238,SMP,18,557.34,843.98,Fixation
22826392252,SMP,18,556.35,843.31,Fixation
22826396261,SMP,18,556.88,842.02,Fixation
22826400263,SMP,18,555.78,837.86,Fixation
22826404283,SMP,18,555.87,838.63,Fixation
22826408238,SMP,18,554.18,839.34,Fixation
22826412253,SMP,18,553.22,839.72,Fixation
22826416242,SMP,18,553.19,836.92,Fixation
22826420251,SMP,18,553.68,838.70,Fixation
22826424241,SMP,18,553.87,837.68,Fixation
22826428243,SMP,18,553.27,840.68,Fixation
22826432240,SMP,18,552.57,842.32,Fixation
22826436250,SMP,18,552.13,840.49,Fixation
22826440239,SMP,18,551.19,841.95,Fixation
22826444267,SMP,18,550.59,843.83,Fixation
22826448282,SMP,18,549.58,842.75,Fixation
22826452299,SMP,18,550.54,841.09,Fixation
22826456242,SMP,18,549.63,842.93,Fixation
22826460249,SMP,18,549.94,842.24,Fixation
22826464241,SMP,18,548.72,842.88,Fixation
22826468241,SMP,18,549.21,843.03,Fixation
22826472237,SMP,18,548.88,842.03,Fixation
22826476245,SMP,18,549.01,840.07,Fixation
22826480250,SMP,18,548.56,839.56,Fixation
22826484272,SMP,18,549.71,836.57,Fixation
22826488241,SMP,18,547.49,839.23,Fixation
22826492243,SMP,18,545.62,841.03,Saccade
22826496246,SMP,18,548.13,838.71,Saccade
22826500289,SMP,18,552.34,837.42,Saccade
22826504260,SMP,18,576.14,837.05,Saccade
22826508250,SMP,18,585.55,836.99,Saccade
22826512250,SMP,18,586.42,835.71,Saccade
22826516292,SMP,18,591.09,834.84,Fixation
22826520247,SMP,18,590.30,836.26,Fixation
22826524241,SMP,18,592.01,835.01,Fixation
22826528246,SMP,18,596.05,835.34,Fixation
22826532271,SMP,18,596.42,832.88,Fixation
22826536243,SMP,18,596.96,831.56,Fixation
22826540242,SMP,18,599.02,831.05,Fixation
22826544254,SMP,18,600.02,831.76,Fixation
22826548279,SMP,18,599.23,829.77,Fixation
22826552240,SMP,18,598.91,829.47,Fixation
22826556239,SMP,18,597.78,830.61,Fixation
22826560245,SMP,18,596.91,829.87,Fixation
22826564287,SMP,18,596.95,829.23,Fixation
22826568246,SMP,18,596.49,831.91,Fixation
22826572242,SMP,18,596.01,831.85,Fixation
22826576244,SMP,18,594.70,832.45,Fixation
22826580279,SMP,18,594.43,831.38,Fixation
22826584252,SMP,18,593.74,833.06,Saccade
22826588249,SMP,18,593.60,831.64,Saccade
22826592246,SMP,18,592.27,832.75,Saccade
22826596259,SMP,18,585.96,786.87,Saccade
22826600277,SMP,18,590.56,683.67,Saccade
22826604241,SMP,18,589.50,636.98,Saccade
22826608246,SMP,18,587.23,565.94,Saccade
22826612293,SMP,18,586.96,522.16,Saccade
22826616257,SMP,18,584.51,540.26,Saccade
22826620261,SMP,18,581.83,530.66,Saccade
22826624240,SMP,18,580.99,528.93,Fixation
22826628302,SMP,18,582.17,528.49,Fixation
22826632241,SMP,18,580.24,530.83,Fixation
22826636242,SMP,18,577.74,530.48,Fixation
22826640267,SMP,18,582.98,531.17,Fixation
22826644271,SMP,18,579.91,528.47,Fixation
22826648278,SMP,18,578.37,525.39,Fixation
22826652250,SMP,18,577.38,522.62,Fixation
22826656262,SMP,18,576.02,520.82,Fixation
22826660239,SMP,18,575.47,516.46,Fixation
22826664259,SMP,18,574.55,513.95,Fixation
22826668256,SMP,18,574.11,512.02,Fixation
22826672248,SMP,18,571.87,514.67,Fixation
22826676238,SMP,18,570.83,513.65,Fixation
22826680242,SMP,18,571.00,511.34,Fixation
22826684255,SMP,18,568.63,511.92,Fixation
22826688251,SMP,18,567.65,512.20,Fixation
22826692270,SMP,18,565.89,515.46,Fixation
22826696261,SMP,18,565.29,515.78,Fixation
22826700272,SMP,18,564.54,517.84,Fixation
22826704286,SMP,18,564.76,520.20,Fixation
22826708283,SMP,18,564.48,491.85,Fixation
22826712239,SMP,18,563.40,490.37,Fixation
22826716256,SMP,18,563.33,525.59,Fixation
22826720243,SMP,18,563.60,528.16,Fixation
22826724290,SMP,18,563.05,478.09,-
22826728238,SMP,18,563.08,475.98,-
