## [BeGaze]
## Converted from:	\\Ivr-x-1134-0601\begazedatafromstimulipc\fw\data4Paul\ARU\EMIP3_2_1\ARU-P05-[fbc020e3-72c0-4603-ae37-7180360735d5]\ARU-P05-eye_data.idf
## Date:	27.07.2015 22:59:53
## Version:	BeGaze 3.5.101
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	8325
## Reversed:	none
## [Run]
## Subject:	ARU-P05
## Description:	Run5
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RMX0993602-1450//SMI_RED250mobile
## Operating System :	6.2.9200
## IView X Version:	4.2.0.0
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	, RIGHT, POR
##
Time,Type,Trial,R POR X [px],R POR Y [px],R Event Info
839612751,SMP,1,851.0583,450.0169,Saccade
839616751,SMP,1,850.2190,448.9506,Saccade
839620751,SMP,1,855.0898,450.1219,Fixation
839624752,SMP,1,857.5435,454.8718,Fixation
839628752,SMP,1,856.4236,456.7477,Fixation
839632752,SMP,1,858.3351,468.3539,Fixation
839636752,SMP,1,858.3128,477.5122,Fixation
839640752,SMP,1,858.3219,490.8890,Fixation
839644752,SMP,1,858.5981,495.6702,Fixation
839648752,SMP,1,859.4551,496.1856,Fixation
839652752,SMP,1,860.6892,509.7705,Fixation
839656752,SMP,1,864.8315,495.1769,Fixation
839660752,SMP,1,866.6119,501.4060,Fixation
839664752,SMP,1,868.3958,510.1378,Fixation
839668752,SMP,1,868.8877,503.3509,Fixation
839672752,SMP,1,869.5462,502.1947,Fixation
839676752,SMP,1,870.2936,515.1628,Fixation
839680752,SMP,1,868.3959,503.0310,Fixation
839684752,SMP,1,867.5949,515.9298,Fixation
839688752,SMP,1,868.1008,515.5101,Fixation
839692751,SMP,1,867.3740,517.5081,Fixation
839696751,SMP,1,867.2697,509.8518,Fixation
839700751,SMP,1,864.0655,505.0295,Fixation
839704750,SMP,1,862.1847,493.9702,Fixation
839708750,SMP,1,861.2914,494.6485,Fixation
839712749,SMP,1,860.3678,494.5548,Fixation
839716749,SMP,1,858.5546,499.3099,Fixation
839720748,SMP,1,859.7753,504.7488,Fixation
839724748,SMP,1,858.1311,491.0124,Fixation
839728747,SMP,1,856.6483,477.4366,Fixation
839732747,SMP,1,857.7705,487.8504,Fixation
839736746,SMP,1,856.9106,483.0525,Fixation
839740746,SMP,1,855.9126,487.0322,Fixation
839744745,SMP,1,857.2464,497.3497,Fixation
839748745,SMP,1,859.4215,492.8572,Fixation
839752745,SMP,1,859.3707,493.4509,Fixation
839756744,SMP,1,860.7776,473.1092,Fixation
839760744,SMP,1,859.1498,484.2868,Fixation
839764743,SMP,1,860.2895,481.4345,Fixation
839768743,SMP,1,860.0978,483.5206,Fixation
839772743,SMP,1,859.7410,488.9891,Fixation
839776742,SMP,1,860.8957,488.4042,Fixation
839780742,SMP,1,861.0859,502.9017,Fixation
839784741,SMP,1,859.4544,498.2390,Fixation
839788741,SMP,1,861.4604,506.0960,Fixation
839792741,SMP,1,859.0453,498.4574,Fixation
839796740,SMP,1,859.7794,514.0794,Fixation
839800740,SMP,1,859.2063,511.4205,Fixation
839804740,SMP,1,861.1723,518.6850,Fixation
839808739,SMP,1,863.0815,521.9645,Fixation
839812739,SMP,1,864.6294,525.9989,Fixation
839816738,SMP,1,865.5017,526.6539,Fixation
839820738,SMP,1,869.2407,518.6503,Fixation
839824738,SMP,1,870.9057,526.2050,Fixation
839828737,SMP,1,872.9552,523.6594,Fixation
839832737,SMP,1,873.0057,513.2080,Fixation
839836736,SMP,1,872.8910,521.1493,Fixation
839840736,SMP,1,871.1234,518.9221,Fixation
839844736,SMP,1,869.1454,515.1949,Fixation
839848735,SMP,1,868.4139,505.9907,Fixation
839852735,SMP,1,864.7474,511.5932,Fixation
839856735,SMP,1,863.7381,513.2850,Fixation
839860734,SMP,1,862.5772,501.9848,Fixation
839864734,SMP,1,859.7860,511.1724,Fixation
839868733,SMP,1,859.3479,496.3127,Saccade
839872733,SMP,1,861.1007,501.6843,Saccade
839876733,SMP,1,857.4419,518.7923,Saccade
839880732,SMP,1,855.5929,577.7318,Saccade
839884732,SMP,1,838.3783,688.5771,Saccade
839888731,SMP,1,816.8557,732.7946,Saccade
839892731,SMP,1,787.3184,765.9276,Saccade
839896731,SMP,1,796.7644,792.6430,Saccade
839900732,SMP,1,831.1208,799.6196,Saccade
839904732,SMP,1,853.9315,804.1707,Saccade
839908732,SMP,1,840.7652,801.2718,Fixation
839912732,SMP,1,835.2334,797.7619,Fixation
839916732,SMP,1,831.2273,793.6777,Fixation
839920733,SMP,1,828.6076,792.6263,Fixation
839924733,SMP,1,830.9047,787.3185,Fixation
839928733,SMP,1,831.9762,796.3132,Fixation
839932733,SMP,1,832.0482,798.6493,Fixation
839936734,SMP,1,832.9255,799.6804,Fixation
839940734,SMP,1,835.4074,804.4394,Fixation
839944734,SMP,1,833.9426,805.7229,Fixation
839948735,SMP,1,830.3230,804.3231,Fixation
839952736,SMP,1,828.2525,803.2224,Fixation
839956737,SMP,1,827.6460,804.7591,Fixation
839960738,SMP,1,825.6552,807.5065,Fixation
839964739,SMP,1,824.9551,808.7786,Fixation
839968740,SMP,1,822.7499,812.2867,Fixation
839972741,SMP,1,821.9740,814.0319,Fixation
839976742,SMP,1,822.7656,813.9126,Fixation
839980743,SMP,1,823.2603,813.9355,Fixation
839984744,SMP,1,824.0885,814.4976,Fixation
839988745,SMP,1,824.0640,815.1230,Fixation
839992746,SMP,1,827.0682,812.3217,Fixation
839996747,SMP,1,829.0236,814.6674,Fixation
840000748,SMP,1,829.8549,813.5410,Fixation
840004749,SMP,1,830.3156,813.2276,Fixation
840008750,SMP,1,830.0312,814.2164,Fixation
840012751,SMP,1,829.8972,813.7104,Fixation
840016752,SMP,1,829.3424,814.4457,Fixation
840020753,SMP,1,827.7673,812.9396,Fixation
840024754,SMP,1,827.9322,814.0784,Fixation
840028755,SMP,1,826.1630,814.5411,Fixation
840032756,SMP,1,831.1489,814.9532,Fixation
840036757,SMP,1,825.4878,818.1891,Fixation
840040758,SMP,1,824.0287,816.3155,Fixation
840044759,SMP,1,823.8187,817.4335,Fixation
840048760,SMP,1,823.4044,818.2777,Fixation
840052761,SMP,1,819.8260,819.0628,Fixation
840056762,SMP,1,821.2102,818.9304,Fixation
840060763,SMP,1,821.8159,816.0769,Fixation
840064764,SMP,1,822.2184,816.8368,Fixation
840068765,SMP,1,822.9212,815.9593,Fixation
840072766,SMP,1,824.1269,815.0578,Fixation
840076767,SMP,1,821.2694,814.6148,Fixation
840080768,SMP,1,820.7337,815.3776,Fixation
840084769,SMP,1,821.6337,814.8784,Fixation
840088770,SMP,1,821.5213,815.3204,Fixation
840092771,SMP,1,823.4723,817.6669,Fixation
840096772,SMP,1,830.3091,819.2752,Fixation
840100773,SMP,1,831.6349,823.9162,Fixation
840104773,SMP,1,831.9878,824.6219,Fixation
840108774,SMP,1,834.2646,826.1612,Fixation
840112775,SMP,1,835.2053,827.7499,Fixation
840116775,SMP,1,835.3438,830.9848,Fixation
840120776,SMP,1,835.7351,831.0501,Fixation
840124777,SMP,1,836.4849,832.7928,Fixation
840128778,SMP,1,837.1601,834.4061,Fixation
840132778,SMP,1,837.0016,837.3942,Fixation
840136779,SMP,1,838.7347,839.2979,Fixation
840140780,SMP,1,838.4201,840.1008,Fixation
840144780,SMP,1,838.4755,840.0091,Fixation
840148780,SMP,1,836.5380,844.2261,Fixation
840152779,SMP,1,837.8070,843.5207,Fixation
840156778,SMP,1,837.3294,843.6088,Fixation
840160778,SMP,1,838.6920,840.0606,Fixation
840164777,SMP,1,841.0465,838.3375,Fixation
840168776,SMP,1,842.0871,838.5127,Fixation
840172776,SMP,1,845.9090,837.7966,Fixation
840176775,SMP,1,849.0616,834.9795,Fixation
840180774,SMP,1,849.5011,833.9763,Fixation
840184773,SMP,1,851.2557,831.3087,Fixation
840188773,SMP,1,853.0397,828.5535,Fixation
840192772,SMP,1,851.3362,827.7198,Fixation
840196771,SMP,1,851.3900,830.6700,Fixation
840200771,SMP,1,850.1681,828.8803,Fixation
840204770,SMP,1,852.2738,828.1872,Fixation
840208769,SMP,1,852.9593,827.6963,Fixation
840212769,SMP,1,851.4158,830.0654,Fixation
840216768,SMP,1,847.8791,832.2188,Fixation
840220767,SMP,1,844.5134,832.2776,Fixation
840224767,SMP,1,842.5020,832.4928,Fixation
840228766,SMP,1,840.9148,832.4555,Fixation
840232765,SMP,1,842.1778,831.2808,Fixation
840236765,SMP,1,841.6387,829.8413,Fixation
840240764,SMP,1,840.0216,827.4124,Fixation
840244763,SMP,1,840.5065,830.0386,Saccade
840248763,SMP,1,840.6159,827.9932,Saccade
840252762,SMP,1,844.5264,830.2424,Saccade
840256761,SMP,1,868.7068,831.0453,Saccade
840260761,SMP,1,886.2097,831.0670,Saccade
840264760,SMP,1,882.7374,834.1257,Saccade
840268759,SMP,1,887.9838,836.4367,Fixation
840272758,SMP,1,874.6042,836.9386,Fixation
840276758,SMP,1,890.9279,842.0296,Fixation
840280757,SMP,1,888.2037,843.8520,Fixation
840284756,SMP,1,896.1356,842.6367,Fixation
840288756,SMP,1,901.4870,842.8228,Fixation
840292755,SMP,1,901.5431,844.8126,Fixation
840296754,SMP,1,904.6789,848.1792,Fixation
840300754,SMP,1,898.8239,848.1659,Fixation
840304752,SMP,1,896.0999,850.3154,Fixation
840308750,SMP,1,896.3037,848.9607,Fixation
840312748,SMP,1,894.5192,849.9548,Fixation
840316747,SMP,1,896.5646,853.6887,Fixation
840320745,SMP,1,892.9794,851.9276,Fixation
840324743,SMP,1,893.4303,850.8243,Fixation
840328741,SMP,1,894.5761,851.1509,Fixation
840332740,SMP,1,892.7811,854.5247,Fixation
840336738,SMP,1,892.3724,854.6553,Fixation
840340736,SMP,1,891.6954,853.0637,Fixation
840344734,SMP,1,896.7762,854.3104,Fixation
840348734,SMP,1,898.3309,853.0843,Fixation
840352734,SMP,1,901.0645,854.1910,Fixation
840356733,SMP,1,899.3788,851.9121,Fixation
840360733,SMP,1,901.3289,848.0020,Fixation
840364732,SMP,1,904.5429,847.3121,Fixation
840368732,SMP,1,905.6651,849.3634,Fixation
840372731,SMP,1,908.9241,849.4702,Fixation
840376731,SMP,1,911.8785,849.5186,Fixation
840380730,SMP,1,912.7732,850.1910,Fixation
840384730,SMP,1,913.0202,851.1249,Fixation
840388729,SMP,1,910.5892,850.5770,Fixation
840392729,SMP,1,910.2157,848.7726,Fixation
840396729,SMP,1,908.3776,850.7183,Fixation
840400728,SMP,1,905.5663,852.0167,Fixation
840404728,SMP,1,904.4593,853.1208,Fixation
840408727,SMP,1,904.2124,854.1295,Fixation
840412727,SMP,1,898.9446,854.6032,Fixation
840416726,SMP,1,900.6985,855.1979,Fixation
840420726,SMP,1,899.8971,856.0382,Fixation
840424725,SMP,1,899.0450,856.0424,Fixation
840428725,SMP,1,900.6199,857.4695,Fixation
840432724,SMP,1,903.2973,858.4100,Fixation
840436724,SMP,1,903.4787,861.3626,Fixation
840440724,SMP,1,906.2226,859.8850,Fixation
840444723,SMP,1,906.2799,860.8888,Fixation
840448723,SMP,1,909.1864,860.0059,Fixation
840452722,SMP,1,906.7507,859.8536,Fixation
840456722,SMP,1,907.0977,859.7455,Fixation
840460721,SMP,1,906.4300,858.8325,Fixation
840464721,SMP,1,903.5965,858.2794,Fixation
840468720,SMP,1,901.3361,859.3960,Fixation
840472720,SMP,1,898.0221,857.7089,Fixation
840476719,SMP,1,895.9640,856.7116,Fixation
840480719,SMP,1,894.2107,853.4598,Fixation
840484719,SMP,1,892.3573,853.5861,Fixation
840488718,SMP,1,890.2792,851.6102,Fixation
840492718,SMP,1,887.2462,851.8933,Fixation
840496717,SMP,1,886.1236,850.0923,Fixation
840500717,SMP,1,885.3843,848.9306,Fixation
840504716,SMP,1,885.3673,848.5956,Fixation
840508718,SMP,1,887.4621,848.6053,Fixation
840512720,SMP,1,890.2275,845.7004,Fixation
840516722,SMP,1,892.5548,844.7166,Fixation
840520724,SMP,1,892.1112,841.8751,Fixation
840524726,SMP,1,897.4517,844.1237,Fixation
840528728,SMP,1,897.6626,844.1724,Fixation
840532730,SMP,1,900.6146,848.0554,Fixation
840536732,SMP,1,904.0014,846.1874,Fixation
840540734,SMP,1,907.2098,850.8971,Fixation
840544735,SMP,1,911.9588,853.9601,Fixation
840548737,SMP,1,915.6318,854.0343,Fixation
840552738,SMP,1,915.8560,854.7700,Fixation
840556740,SMP,1,917.7407,856.4257,Fixation
840560741,SMP,1,920.0432,856.9373,Fixation
840564743,SMP,1,921.4765,859.2650,Fixation
840568744,SMP,1,922.0705,858.9986,Fixation
840572746,SMP,1,921.9856,856.6709,Fixation
840576747,SMP,1,921.5203,855.8083,Fixation
840580749,SMP,1,920.4792,853.5931,Fixation
840584750,SMP,1,918.2385,854.0727,Fixation
840588751,SMP,1,914.4945,851.4016,Fixation
840592753,SMP,1,913.0169,848.9997,Fixation
840596754,SMP,1,911.1852,848.2547,Fixation
840600756,SMP,1,908.7588,845.7711,Fixation
840604757,SMP,1,906.6173,844.0788,Fixation
840608759,SMP,1,905.0166,843.8499,Fixation
840612760,SMP,1,903.7764,843.9229,Fixation
840616762,SMP,1,904.4215,844.7057,Saccade
840620763,SMP,1,905.9831,849.6369,Saccade
840624765,SMP,1,896.2898,846.3263,Saccade
840628766,SMP,1,878.5552,841.3750,Saccade
840632767,SMP,1,834.5284,830.2600,Saccade
840636769,SMP,1,806.9408,794.4047,Saccade
840640770,SMP,1,802.1047,714.9968,Saccade
840644772,SMP,1,805.9579,687.4416,Saccade
840648773,SMP,1,803.8713,680.7247,Saccade
840652775,SMP,1,817.7409,649.8560,Saccade
840656776,SMP,1,830.9520,575.8847,Saccade
840660778,SMP,1,823.6878,547.2263,Saccade
840664779,SMP,1,818.3911,576.9760,Fixation
840668781,SMP,1,812.6980,596.7352,Fixation
840672782,SMP,1,812.2214,605.9198,Fixation
840676784,SMP,1,816.8353,608.3032,Fixation
840680785,SMP,1,819.0853,608.1234,Fixation
840684786,SMP,1,820.6641,602.9521,Fixation
840688788,SMP,1,820.5346,598.3002,Fixation
840692789,SMP,1,821.8583,576.7619,Fixation
840696791,SMP,1,820.5711,594.1001,Fixation
840700792,SMP,1,819.4413,592.1989,Fixation
840704794,SMP,1,818.4472,595.6740,Fixation
840708795,SMP,1,817.7824,596.3441,Fixation
840712796,SMP,1,817.2456,599.0549,Fixation
840716797,SMP,1,818.6055,594.9853,Fixation
840720797,SMP,1,817.9964,594.6453,Fixation
840724798,SMP,1,818.1005,592.5415,Fixation
840728799,SMP,1,818.7780,588.8505,Fixation
840732800,SMP,1,821.7010,589.1604,Fixation
840736801,SMP,1,823.4255,584.5527,Fixation
840740801,SMP,1,824.5319,575.9760,Fixation
840744802,SMP,1,825.2785,580.6362,Fixation
840748799,SMP,1,825.9281,581.9652,Fixation
840752796,SMP,1,826.0599,582.3924,Fixation
840756793,SMP,1,826.5100,583.6320,Fixation
840760791,SMP,1,824.8441,586.3608,Fixation
840764788,SMP,1,824.5356,592.0202,Fixation
840768785,SMP,1,824.2026,592.7763,Fixation
840772782,SMP,1,822.7739,596.3229,Fixation
840776779,SMP,1,820.4959,599.8362,Fixation
840780776,SMP,1,819.2776,604.6262,Fixation
840784773,SMP,1,819.2667,603.3869,Fixation
840788770,SMP,1,817.0753,605.6307,Fixation
840792767,SMP,1,815.7057,610.4759,Fixation
840796765,SMP,1,813.7467,614.2988,Fixation
840800762,SMP,1,812.6894,613.1406,Fixation
840804759,SMP,1,813.2993,615.3933,Fixation
840808756,SMP,1,813.2621,614.6016,Fixation
840812753,SMP,1,814.5196,616.1115,Fixation
840816750,SMP,1,814.6605,615.3150,Fixation
840820747,SMP,1,818.5943,611.3337,Fixation
840824744,SMP,1,822.4172,607.4629,Fixation
840828741,SMP,1,824.8119,605.0792,Fixation
840832739,SMP,1,825.0072,597.1269,Fixation
840836736,SMP,1,826.6846,591.9208,Fixation
840840733,SMP,1,829.5177,593.2705,Fixation
840844730,SMP,1,826.1470,583.4063,Fixation
840848727,SMP,1,825.9688,576.8254,Fixation
840852724,SMP,1,825.6329,572.9225,Fixation
840856721,SMP,1,823.1846,572.5606,Fixation
840860718,SMP,1,822.0479,562.8424,Saccade
840864715,SMP,1,826.2103,578.2910,Saccade
840868712,SMP,1,841.7499,595.3312,Saccade
840872710,SMP,1,863.2021,634.9190,Saccade
840876707,SMP,1,864.4837,641.9990,Saccade
840880704,SMP,1,858.3807,645.6148,Saccade
840884701,SMP,1,859.5239,635.6897,Fixation
840888698,SMP,1,863.3367,627.8264,Fixation
840892695,SMP,1,865.5674,631.2231,Fixation
840896692,SMP,1,866.5978,633.7373,Fixation
840900689,SMP,1,863.6801,638.4025,Fixation
840904686,SMP,1,870.8280,643.1550,Fixation
840908684,SMP,1,869.9298,637.8697,Fixation
840912681,SMP,1,871.8146,643.1468,Fixation
840916677,SMP,1,871.0836,639.9674,Fixation
840920673,SMP,1,872.0025,640.8343,Fixation
840924670,SMP,1,873.1279,638.0378,Fixation
840928666,SMP,1,872.5629,636.8369,Fixation
840932662,SMP,1,872.3706,634.6070,Fixation
840936659,SMP,1,872.7965,634.8334,Fixation
840940655,SMP,1,871.8369,633.8797,Fixation
840944651,SMP,1,873.1385,637.2615,Fixation
840948651,SMP,1,872.4982,637.2785,Fixation
840952650,SMP,1,874.8254,637.1353,Fixation
840956650,SMP,1,873.4491,635.7274,Fixation
840960650,SMP,1,871.4545,635.5654,Fixation
840964649,SMP,1,871.3551,634.9452,Fixation
840968649,SMP,1,869.2079,634.2699,Fixation
840972648,SMP,1,869.4073,632.9555,Fixation
840976648,SMP,1,870.0207,637.0235,Fixation
840980647,SMP,1,867.2160,632.6774,Fixation
840984647,SMP,1,866.0898,634.6981,Fixation
840988647,SMP,1,866.4284,633.2437,Fixation
840992646,SMP,1,865.5380,631.9729,Fixation
840996646,SMP,1,866.0076,629.9592,Fixation
841000645,SMP,1,864.4906,627.7966,Fixation
841004645,SMP,1,864.5661,628.2210,Fixation
841008644,SMP,1,866.7986,625.8013,Fixation
841012644,SMP,1,865.7540,628.4940,Fixation
841016644,SMP,1,863.9467,632.4140,Fixation
841020643,SMP,1,867.0564,632.9344,Fixation
841024643,SMP,1,867.8742,635.3235,Fixation
841028642,SMP,1,872.8034,639.9341,Fixation
841032642,SMP,1,872.6709,638.4348,Fixation
841036641,SMP,1,872.7892,638.6360,Fixation
841040641,SMP,1,867.6501,638.0832,Fixation
841044641,SMP,1,868.4932,637.0916,Fixation
841048640,SMP,1,871.2169,640.6730,Fixation
841052640,SMP,1,873.3960,639.2813,Fixation
841056639,SMP,1,875.8478,639.2462,Fixation
841060639,SMP,1,874.2401,644.2191,Fixation
841064638,SMP,1,875.0009,640.8004,Fixation
841068638,SMP,1,877.2820,636.7033,Fixation
841072638,SMP,1,872.0029,635.8023,Fixation
841076637,SMP,1,856.1515,632.8789,Fixation
841080637,SMP,1,835.3060,634.4949,Fixation
841084636,SMP,1,836.5073,631.7072,Fixation
841088636,SMP,1,836.3998,630.9412,Fixation
841092636,SMP,1,837.9877,631.4318,Fixation
841096635,SMP,1,834.0858,631.6789,Fixation
841100635,SMP,1,826.5442,634.5919,Fixation
841104634,SMP,1,829.6840,634.0518,Fixation
841108634,SMP,1,828.2243,636.3407,Fixation
841112633,SMP,1,826.0694,637.4308,Fixation
841116633,SMP,1,823.8168,632.0551,Fixation
841120634,SMP,1,827.4016,633.5574,Fixation
841124634,SMP,1,829.7003,636.8073,Fixation
841128635,SMP,1,832.7852,642.7550,Fixation
841132635,SMP,1,834.6338,640.3994,Fixation
841136636,SMP,1,837.3021,635.1898,Fixation
841140637,SMP,1,837.4810,643.2150,Fixation
841144637,SMP,1,837.3743,642.9534,Fixation
841148638,SMP,1,834.9997,647.3007,Fixation
841152639,SMP,1,833.1964,644.1923,Fixation
841156640,SMP,1,833.7845,640.2318,Fixation
841160641,SMP,1,833.2661,643.3492,Fixation
841164642,SMP,1,833.6098,642.1233,Fixation
841168643,SMP,1,828.8767,647.5643,Fixation
841172644,SMP,1,827.0580,647.5975,Fixation
841176645,SMP,1,825.8098,651.8555,Fixation
841180646,SMP,1,825.2153,652.6820,Fixation
841184647,SMP,1,825.0894,651.5405,Fixation
841188648,SMP,1,826.1640,648.4649,Fixation
841192650,SMP,1,827.8192,646.6086,Fixation
841196651,SMP,1,829.3529,646.9810,Fixation
841200652,SMP,1,829.0768,651.0353,Fixation
841204653,SMP,1,829.4046,647.2815,Fixation
841208654,SMP,1,830.2179,651.2384,Fixation
841212655,SMP,1,831.0212,651.0836,Fixation
841216656,SMP,1,830.8270,653.1648,Fixation
841220657,SMP,1,828.2220,653.6536,Fixation
841224658,SMP,1,828.2494,652.0093,Fixation
841228659,SMP,1,825.6618,655.1902,Fixation
841232660,SMP,1,827.4365,652.7451,Fixation
841236661,SMP,1,827.0583,650.8533,Fixation
841240662,SMP,1,826.9516,649.6274,Fixation
841244663,SMP,1,826.0479,648.3770,Fixation
841248664,SMP,1,824.3229,650.3134,Fixation
841252665,SMP,1,822.4155,651.7478,Fixation
841256666,SMP,1,821.4638,656.5353,Fixation
841260667,SMP,1,821.7913,650.9021,Fixation
841264668,SMP,1,824.0591,651.0026,Fixation
841268669,SMP,1,827.0404,651.8650,Fixation
841272670,SMP,1,826.0197,647.4492,Fixation
841276671,SMP,1,828.8260,644.2066,Fixation
841280672,SMP,1,828.1942,643.0556,Fixation
841284673,SMP,1,831.0787,644.1093,Fixation
841288674,SMP,1,830.1217,642.5392,Fixation
841292675,SMP,1,832.5790,639.8887,Fixation
841296676,SMP,1,834.3372,637.6203,Fixation
841300677,SMP,1,835.6701,636.3492,Fixation
841304678,SMP,1,835.8431,635.1790,Fixation
841308679,SMP,1,835.7771,631.6789,Fixation
841312680,SMP,1,833.7668,627.6390,Fixation
841316681,SMP,1,831.8764,628.8527,Fixation
841320682,SMP,1,829.0533,632.6339,Fixation
841324681,SMP,1,827.8102,637.0105,Fixation
841328681,SMP,1,827.5511,629.9852,Fixation
841332680,SMP,1,827.3630,635.5757,Fixation
841336679,SMP,1,828.2656,641.8715,Fixation
841340679,SMP,1,828.4506,641.3165,Fixation
841344678,SMP,1,830.8646,644.1887,-
841348679,SMP,1,844.0890,645.3827,-
841352680,SMP,1,895.1269,652.1838,-
841356681,SMP,1,904.8945,661.5300,-
841360682,SMP,1,888.2338,662.6755,Fixation
841364683,SMP,1,879.1785,664.3039,Fixation
841368684,SMP,1,889.8598,657.4185,Fixation
841372685,SMP,1,895.6297,661.2137,Fixation
841376686,SMP,1,895.8507,663.9756,Fixation
841380687,SMP,1,898.4224,661.3306,Fixation
841384688,SMP,1,901.9485,662.5566,Fixation
841388689,SMP,1,905.2593,663.1890,Fixation
841392690,SMP,1,904.6115,665.3290,Fixation
841396691,SMP,1,902.0372,666.7466,Fixation
841400692,SMP,1,901.0491,665.6989,Fixation
841404693,SMP,1,900.7105,661.9712,Fixation
841408694,SMP,1,899.8593,663.0260,Fixation
841412695,SMP,1,899.5049,664.7110,Fixation
841416696,SMP,1,899.6408,667.5881,Fixation
841420697,SMP,1,899.4114,665.2045,Fixation
841424698,SMP,1,898.3775,665.8694,Fixation
841428699,SMP,1,896.0452,666.4420,Fixation
841432700,SMP,1,895.0167,666.4191,Fixation
841436701,SMP,1,894.7302,665.8029,Fixation
841440702,SMP,1,894.1421,664.7841,Fixation
841444703,SMP,1,892.0278,665.2337,Fixation
841448704,SMP,1,892.6983,667.9229,Fixation
841452705,SMP,1,891.7367,664.8111,Fixation
841456706,SMP,1,892.1621,664.2552,Fixation
841460707,SMP,1,891.0962,667.4997,Fixation
841464708,SMP,1,888.6093,670.2845,Fixation
841468709,SMP,1,890.8308,672.6803,Fixation
841472709,SMP,1,891.9991,672.3622,Fixation
841476710,SMP,1,892.8718,678.4098,Fixation
841480711,SMP,1,894.5063,682.2389,Fixation
841484712,SMP,1,895.6373,687.4363,Fixation
841488713,SMP,1,896.8495,693.6639,Fixation
841492714,SMP,1,895.1194,695.3516,Fixation
841496715,SMP,1,895.7870,697.9894,Fixation
841500716,SMP,1,896.0819,700.8510,Fixation
841504717,SMP,1,897.2729,701.5826,Fixation
841508718,SMP,1,898.2535,702.9385,Fixation
841512719,SMP,1,896.8709,705.6968,Fixation
841516720,SMP,1,895.6628,707.3578,Fixation
841520721,SMP,1,896.3623,706.2849,Fixation
841524722,SMP,1,894.9887,705.5309,Fixation
841528722,SMP,1,893.1675,702.2468,Saccade
841532723,SMP,1,893.4609,702.1215,Saccade
841536723,SMP,1,900.2581,696.7386,Saccade
841540723,SMP,1,922.9021,697.5173,Saccade
841544723,SMP,1,977.4170,695.7625,Saccade
841548719,SMP,1,1014.4020,693.5397,Saccade
841552716,SMP,1,997.1224,695.0894,Saccade
841556712,SMP,1,976.0470,692.7092,Saccade
841560708,SMP,1,983.3270,692.1816,Saccade
841564705,SMP,1,984.1992,693.4332,Fixation
841568701,SMP,1,987.4514,695.9305,Fixation
841572698,SMP,1,970.4844,695.5485,Fixation
841576694,SMP,1,989.2859,695.3191,Fixation
841580690,SMP,1,989.5451,699.1403,Fixation
841584687,SMP,1,992.7408,696.8542,Fixation
841588683,SMP,1,985.2595,699.3059,Fixation
841592680,SMP,1,983.7312,700.8749,Fixation
841596676,SMP,1,981.0061,701.0281,Fixation
841600672,SMP,1,981.4281,701.9467,Fixation
841604669,SMP,1,979.0845,701.9366,Fixation
841608665,SMP,1,979.7115,700.0371,Fixation
841612662,SMP,1,978.5575,698.7280,Fixation
841616658,SMP,1,979.3090,697.5853,Fixation
841620654,SMP,1,979.4707,695.9822,Fixation
841624651,SMP,1,980.6354,692.5603,Fixation
841628647,SMP,1,982.5584,690.6731,Fixation
841632643,SMP,1,984.2530,688.5671,Fixation
841636640,SMP,1,988.0901,684.7610,Fixation
841640636,SMP,1,989.3333,682.5399,Fixation
841644633,SMP,1,989.4111,678.4192,Fixation
841648629,SMP,1,990.5510,674.0184,Fixation
841652625,SMP,1,990.2674,673.2228,Fixation
841656622,SMP,1,990.6832,671.4682,Fixation
841660618,SMP,1,990.0896,672.0922,Fixation
841664615,SMP,1,986.4514,673.4194,Fixation
841668611,SMP,1,984.9217,677.7122,Fixation
841672607,SMP,1,982.6238,680.8312,Fixation
841676604,SMP,1,980.6961,685.6388,Fixation
841680600,SMP,1,978.0840,689.0248,Fixation
841684596,SMP,1,978.3880,689.9073,Fixation
841688593,SMP,1,975.7137,693.0651,Fixation
841692589,SMP,1,975.6586,694.1651,Fixation
841696586,SMP,1,975.7205,696.7905,Fixation
841700582,SMP,1,974.9518,698.4331,Fixation
841704578,SMP,1,973.9715,698.4720,Fixation
841708575,SMP,1,976.1916,699.7788,Fixation
841712571,SMP,1,976.7629,698.4206,Fixation
841716568,SMP,1,977.0047,697.3642,Fixation
841720564,SMP,1,976.8640,695.3140,Fixation
841724560,SMP,1,977.8797,691.9084,Fixation
841728557,SMP,1,977.7274,691.3199,Fixation
841732555,SMP,1,978.7851,689.7777,Fixation
841736554,SMP,1,979.9395,691.5797,Fixation
841740552,SMP,1,980.0436,690.3338,Fixation
841744551,SMP,1,981.8690,690.0633,Fixation
841748553,SMP,1,983.2627,690.3484,Fixation
