## [BeGaze]
## Converted from:	\\Ivr-x-1134-0601\begazedatafromstimulipc\fw\data4Paul\ARU\EMIP3_2_1\ARU-P05-[fbc020e3-72c0-4603-ae37-7180360735d5]\ARU-P05-eye_data.idf
## Date:	27.07.2015 22:59:53
## Version:	BeGaze 3.5.101
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	8325
## Reversed:	none
## [Run]
## Subject:	ARU-P05
## Description:	Run5
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RMX0993602-1450//SMI_RED250mobile
## Operating System :	6.2.9200
## IView X Version:	4.2.0.0
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	, RIGHT, POR
##
Time,Type,Trial,R POR X [px],R POR Y [px],R Event Info
829885386,SMP,1,836.1367,293.7749,Fixation
829889386,SMP,1,835.0887,294.0919,Fixation
829893386,SMP,1,834.7135,293.4142,Fixation
829897386,SMP,1,835.5829,294.5517,Fixation
829901387,SMP,1,836.2567,292.2236,Fixation
829905388,SMP,1,838.1956,292.5519,Fixation
829909390,SMP,1,836.2651,291.7146,Fixation
829913391,SMP,1,834.1079,292.7411,Fixation
829917392,SMP,1,832.7935,292.9215,Fixation
829921394,SMP,1,832.5286,292.1457,Fixation
829925395,SMP,1,830.3472,291.8728,Fixation
829929397,SMP,1,828.6897,289.4593,Fixation
829933398,SMP,1,828.4408,287.9325,Fixation
829937399,SMP,1,828.6336,287.6116,Fixation
829941401,SMP,1,827.7059,287.4478,Fixation
829945402,SMP,1,826.7920,286.8323,Fixation
829949403,SMP,1,825.6437,286.2368,Fixation
829953405,SMP,1,826.4055,284.3814,Fixation
829957406,SMP,1,827.4101,282.6477,Fixation
829961407,SMP,1,827.4743,281.7684,Fixation
829965409,SMP,1,828.7919,283.0972,Fixation
829969410,SMP,1,831.3140,282.5494,Fixation
829973411,SMP,1,832.9655,288.7296,Fixation
829977412,SMP,1,837.8236,292.7245,Fixation
829981414,SMP,1,837.6174,297.1352,Fixation
829985415,SMP,1,838.6099,298.1045,Fixation
829989416,SMP,1,841.3436,300.2400,Fixation
829993418,SMP,1,842.7778,304.6464,Fixation
829997419,SMP,1,844.8203,304.8440,Fixation
830001420,SMP,1,845.3119,307.4320,Fixation
830005421,SMP,1,849.1400,308.3677,Fixation
830009423,SMP,1,849.9460,309.3705,Fixation
830013424,SMP,1,849.0770,309.0368,Fixation
830017425,SMP,1,849.8616,310.6755,Fixation
830021427,SMP,1,847.6340,309.3482,Fixation
830025428,SMP,1,847.4455,309.8025,Fixation
830029429,SMP,1,847.2081,315.8227,Fixation
830033430,SMP,1,846.8211,314.2702,Fixation
830037432,SMP,1,847.5919,314.7751,Fixation
830041433,SMP,1,847.1227,323.4044,Fixation
830045434,SMP,1,847.1361,317.1024,Fixation
830049436,SMP,1,845.2391,323.5013,Fixation
830053437,SMP,1,845.7998,324.6874,Fixation
830057438,SMP,1,845.1147,325.6180,Fixation
830061440,SMP,1,844.0038,326.8698,Fixation
830065441,SMP,1,844.2504,325.2090,Fixation
830069442,SMP,1,843.7653,327.6602,Fixation
830073443,SMP,1,845.1563,328.0555,Fixation
830077445,SMP,1,842.9935,328.5501,Fixation
830081446,SMP,1,842.7481,329.5442,Fixation
830085447,SMP,1,844.2898,330.2047,Fixation
830089449,SMP,1,842.9917,331.9510,Fixation
830093450,SMP,1,844.2629,332.9353,Fixation
830097451,SMP,1,845.9446,334.8848,Fixation
830101452,SMP,1,848.3187,335.8425,Fixation
830105453,SMP,1,849.8536,337.4966,Fixation
830109453,SMP,1,849.5647,337.9026,Fixation
830113454,SMP,1,850.8363,336.5232,Fixation
830117455,SMP,1,849.8867,337.9031,Fixation
830121455,SMP,1,850.6998,331.9088,Fixation
830125456,SMP,1,852.1416,332.6208,Fixation
830129456,SMP,1,852.3228,330.1993,Fixation
830133457,SMP,1,852.4812,338.9536,Fixation
830137457,SMP,1,853.8690,328.7030,Fixation
830141458,SMP,1,855.6117,330.6525,Fixation
830145458,SMP,1,853.0754,327.6035,Fixation
830149457,SMP,1,853.0027,337.5042,Fixation
830153457,SMP,1,854.8119,330.6517,Fixation
830157456,SMP,1,855.5374,331.6305,Fixation
830161456,SMP,1,855.3927,329.8968,Fixation
830165455,SMP,1,855.5388,329.8368,Fixation
830169454,SMP,1,855.0900,346.9443,Fixation
830173454,SMP,1,854.7399,333.3416,Fixation
830177453,SMP,1,853.8106,329.2555,Fixation
830181452,SMP,1,856.0479,327.1220,Fixation
830185452,SMP,1,856.0893,328.9995,Fixation
830189451,SMP,1,855.2171,327.2232,Fixation
830193450,SMP,1,854.1139,325.8405,Fixation
830197450,SMP,1,853.0016,324.4281,Fixation
830201449,SMP,1,848.7796,327.0032,Fixation
830205448,SMP,1,848.4150,326.8846,Fixation
830209448,SMP,1,847.7626,326.9435,Fixation
830213447,SMP,1,849.0270,324.0758,Fixation
830217447,SMP,1,848.5202,322.1950,Fixation
830221446,SMP,1,848.6286,329.7511,Fixation
830225445,SMP,1,847.5051,328.2925,Fixation
830229445,SMP,1,845.9757,335.1855,Fixation
830233444,SMP,1,845.3945,343.5247,Fixation
830237443,SMP,1,842.0916,349.8323,Fixation
830241443,SMP,1,839.9717,355.2761,Fixation
830245442,SMP,1,839.9634,362.6918,Fixation
830249441,SMP,1,841.2230,367.6827,Fixation
830253441,SMP,1,842.6240,370.4120,Fixation
830257440,SMP,1,843.5886,375.3234,Fixation
830261439,SMP,1,842.2009,376.8712,Fixation
830265439,SMP,1,842.0337,378.2224,Fixation
830269438,SMP,1,840.3570,379.4258,Fixation
830273438,SMP,1,840.7409,379.3975,Fixation
830277437,SMP,1,839.2967,375.5276,Fixation
830281436,SMP,1,839.3812,373.0159,Fixation
830285436,SMP,1,842.4336,371.7176,Fixation
830289435,SMP,1,842.1197,367.3175,Fixation
830293434,SMP,1,842.6382,373.6154,Fixation
830297434,SMP,1,842.4710,372.0728,Fixation
830301433,SMP,1,843.3842,368.8092,Fixation
830305432,SMP,1,849.6390,367.4904,Fixation
830309432,SMP,1,846.6769,366.8210,Fixation
830313432,SMP,1,845.6233,369.8509,Fixation
830317432,SMP,1,846.3803,361.7818,Fixation
830321431,SMP,1,848.3188,360.4349,Fixation
830325431,SMP,1,849.3670,363.3538,Fixation
830329431,SMP,1,850.7055,359.8732,Fixation
830333431,SMP,1,853.8866,361.5217,Fixation
830337430,SMP,1,852.5822,360.1729,Fixation
830341430,SMP,1,852.2374,356.6500,Fixation
830345430,SMP,1,852.1377,363.6012,Fixation
830349430,SMP,1,849.4213,366.3150,Fixation
830353431,SMP,1,851.0167,358.9285,Fixation
830357431,SMP,1,850.7437,354.6836,Fixation
830361431,SMP,1,851.7954,352.4307,Fixation
830365432,SMP,1,851.5546,350.7382,Fixation
830369432,SMP,1,851.5098,352.3646,Fixation
830373432,SMP,1,851.5051,349.7274,Fixation
830377433,SMP,1,849.6981,347.8324,Fixation
830381433,SMP,1,850.5095,358.5690,Fixation
830385433,SMP,1,851.2098,364.2955,Fixation
830389434,SMP,1,849.1693,364.7520,Fixation
830393434,SMP,1,850.5751,368.5565,Fixation
830397434,SMP,1,848.5473,372.6617,Fixation
830401435,SMP,1,847.8514,377.4765,Fixation
830405435,SMP,1,847.7467,377.1175,Fixation
830409435,SMP,1,847.4277,380.4134,Fixation
830413436,SMP,1,847.7655,381.1251,Fixation
830417436,SMP,1,847.5593,381.8769,Fixation
830421437,SMP,1,847.9988,384.8686,Fixation
830425437,SMP,1,848.1210,385.2990,Fixation
830429437,SMP,1,849.4801,382.9620,Fixation
830433438,SMP,1,850.2367,380.2797,Fixation
830437438,SMP,1,851.2680,382.3693,Fixation
830441438,SMP,1,853.1186,381.3897,Fixation
830445439,SMP,1,854.2482,378.5673,Fixation
830449439,SMP,1,854.0683,376.0586,Fixation
830453439,SMP,1,853.7367,378.2009,Fixation
830457440,SMP,1,852.1162,376.3523,Fixation
830461440,SMP,1,852.1312,378.0024,Fixation
830465440,SMP,1,849.4850,376.9747,Fixation
830469441,SMP,1,849.3986,379.0571,Fixation
830473441,SMP,1,848.7072,382.9485,Fixation
830477441,SMP,1,849.0168,381.0365,Fixation
830481442,SMP,1,848.1195,384.2078,Saccade
830485442,SMP,1,847.2692,383.3411,Saccade
830489443,SMP,1,855.0611,374.4101,Saccade
830493443,SMP,1,893.0317,358.1785,Saccade
830497443,SMP,1,921.8677,336.9448,Saccade
830501444,SMP,1,922.7102,327.4234,Saccade
830505444,SMP,1,916.3486,314.6473,Saccade
830509444,SMP,1,921.6991,308.9642,Saccade
830513444,SMP,1,922.4003,303.1236,Saccade
830517443,SMP,1,919.1508,298.0988,Saccade
830521443,SMP,1,917.0143,295.0072,Fixation
830525443,SMP,1,916.7489,293.4968,Fixation
830529442,SMP,1,920.0973,293.3043,Fixation
830533442,SMP,1,917.6052,291.6367,Fixation
830537441,SMP,1,918.2202,288.3826,Fixation
830541441,SMP,1,918.5054,290.3823,Fixation
830545441,SMP,1,917.8381,286.9691,Fixation
830549440,SMP,1,916.6383,286.5810,Fixation
830553439,SMP,1,915.6254,283.6018,Fixation
830557438,SMP,1,913.1398,283.6514,Fixation
830561438,SMP,1,912.3837,283.8534,Fixation
830565437,SMP,1,914.6764,283.2920,Fixation
830569436,SMP,1,916.1131,282.4683,Fixation
830573436,SMP,1,915.9441,279.6099,Fixation
830577435,SMP,1,917.6018,279.8870,Fixation
830581434,SMP,1,918.0328,278.4141,Fixation
830585433,SMP,1,917.8159,275.9533,Fixation
830589433,SMP,1,916.6549,275.7175,Fixation
830593432,SMP,1,914.2015,275.4687,Fixation
830597431,SMP,1,914.5373,273.2352,Fixation
830601431,SMP,1,914.7355,273.3803,Fixation
830605430,SMP,1,915.8808,273.1924,Fixation
830609429,SMP,1,913.6716,273.5620,Fixation
830613428,SMP,1,912.9757,271.8681,Fixation
830617428,SMP,1,911.8528,273.2389,Fixation
830621427,SMP,1,911.3313,273.2578,Fixation
830625426,SMP,1,909.9121,274.9189,Fixation
830629426,SMP,1,909.2919,277.1148,Fixation
830633425,SMP,1,908.8931,277.2044,Fixation
830637424,SMP,1,908.0722,274.3309,Fixation
830641423,SMP,1,907.6534,277.1128,Fixation
830645423,SMP,1,908.4393,276.0355,Fixation
830649422,SMP,1,907.2255,275.6627,Fixation
830653421,SMP,1,907.1683,275.1853,Fixation
830657421,SMP,1,907.1850,276.8181,Fixation
830661420,SMP,1,906.7536,276.7610,Fixation
830665419,SMP,1,904.7904,277.7267,Fixation
830669418,SMP,1,905.1753,277.2637,Fixation
830673418,SMP,1,903.9810,276.7642,Fixation
830677417,SMP,1,902.0129,278.9175,Fixation
830681416,SMP,1,902.8342,282.0688,Fixation
830685416,SMP,1,903.0989,283.5021,Fixation
830689415,SMP,1,903.5745,284.8568,Fixation
830693414,SMP,1,904.1802,287.5706,Fixation
830697413,SMP,1,909.0029,290.4430,Fixation
830701413,SMP,1,910.4960,291.4651,Fixation
830705412,SMP,1,912.3554,293.1534,Fixation
830709411,SMP,1,916.1156,293.0992,Fixation
830713411,SMP,1,918.6619,293.9870,Fixation
830717409,SMP,1,917.9124,294.4120,Fixation
830721407,SMP,1,920.9421,294.9985,Fixation
830725406,SMP,1,920.6157,296.2084,Fixation
830729404,SMP,1,921.3069,296.0891,Fixation
830733403,SMP,1,921.9717,296.5965,Fixation
830737401,SMP,1,920.6527,297.5043,Fixation
830741400,SMP,1,918.3599,297.6803,Fixation
830745398,SMP,1,911.7199,299.8166,Fixation
830749398,SMP,1,911.3453,300.0228,Fixation
830753397,SMP,1,909.1196,303.9967,Fixation
830757396,SMP,1,908.7254,302.5047,Fixation
830761395,SMP,1,908.5853,303.7763,Fixation
830765395,SMP,1,912.4526,304.6737,Fixation
830769394,SMP,1,913.9675,302.6580,Fixation
830773393,SMP,1,912.0897,303.3746,Fixation
830777393,SMP,1,912.1180,300.7599,Fixation
830781392,SMP,1,912.3712,294.1016,Fixation
830785391,SMP,1,915.4639,295.5860,Fixation
830789391,SMP,1,917.5055,291.5242,Fixation
830793390,SMP,1,919.1211,288.0864,Fixation
830797389,SMP,1,920.3467,283.3549,Fixation
830801388,SMP,1,920.8576,280.9023,Fixation
830805388,SMP,1,920.3209,275.4113,Fixation
830809387,SMP,1,918.7161,268.4884,Fixation
830813386,SMP,1,916.9859,265.0074,Fixation
830817386,SMP,1,917.5046,264.1814,Fixation
830821385,SMP,1,915.5777,255.1621,Fixation
830825384,SMP,1,915.8296,255.0924,Fixation
830829384,SMP,1,914.3979,251.0129,Fixation
830833383,SMP,1,912.7978,250.3282,Fixation
830837382,SMP,1,912.8437,248.1989,Fixation
830841381,SMP,1,912.6678,247.9549,Fixation
830845381,SMP,1,913.1887,244.8835,Fixation
830849380,SMP,1,913.1641,244.9968,Fixation
830853379,SMP,1,913.1776,245.0036,Fixation
830857379,SMP,1,913.6138,245.6381,Fixation
830861378,SMP,1,914.4077,245.5301,Fixation
830865377,SMP,1,914.9668,247.6186,Fixation
830869377,SMP,1,915.3876,249.2436,Fixation
830873376,SMP,1,916.1959,250.1326,Fixation
830877375,SMP,1,917.5327,252.5870,Fixation
830881374,SMP,1,916.8804,255.4131,Fixation
830885374,SMP,1,917.9478,257.6624,Fixation
830889373,SMP,1,917.5208,262.7973,Fixation
830893372,SMP,1,919.4645,265.4919,Fixation
830897372,SMP,1,919.4786,267.2585,Fixation
830901371,SMP,1,919.7595,271.0867,Fixation
830905370,SMP,1,921.0324,276.1429,Fixation
830909370,SMP,1,920.2320,275.0245,Fixation
830913369,SMP,1,920.0884,276.1567,Fixation
830917368,SMP,1,921.8974,278.2606,Fixation
830921368,SMP,1,922.7179,281.0858,Fixation
830925368,SMP,1,923.9617,282.3067,Fixation
830929368,SMP,1,925.8632,280.9842,Fixation
830933368,SMP,1,923.9272,278.1311,Fixation
830937368,SMP,1,915.6371,280.8096,Fixation
830941368,SMP,1,906.6202,287.1421,Fixation
830945368,SMP,1,907.8011,287.4577,Fixation
830949369,SMP,1,906.3070,292.6880,Fixation
830953369,SMP,1,906.0481,299.2043,Fixation
830957370,SMP,1,907.9171,301.2717,Fixation
830961371,SMP,1,905.0837,307.9920,Fixation
830965372,SMP,1,901.5606,302.8741,Fixation
830969373,SMP,1,900.0230,303.7851,Fixation
830973374,SMP,1,899.7687,306.8173,Fixation
830977375,SMP,1,900.4063,308.5332,Fixation
830981376,SMP,1,901.0040,309.8248,Fixation
830985377,SMP,1,900.7137,307.6962,Fixation
830989377,SMP,1,900.4524,309.5779,Fixation
830993378,SMP,1,899.9040,311.9241,Fixation
830997379,SMP,1,904.4888,310.2450,Fixation
831001380,SMP,1,903.9973,312.4590,Fixation
831005381,SMP,1,903.5698,309.5776,Fixation
831009382,SMP,1,899.3336,309.6105,Fixation
831013383,SMP,1,899.4316,311.8119,Fixation
831017384,SMP,1,898.2671,311.7095,Fixation
831021385,SMP,1,895.8137,312.5421,Fixation
831025385,SMP,1,895.6627,312.3489,Fixation
831029386,SMP,1,896.0003,312.3623,Fixation
831033387,SMP,1,899.1571,312.0260,Fixation
831037388,SMP,1,901.0885,310.3095,Fixation
831041389,SMP,1,903.7932,309.3848,Fixation
831045390,SMP,1,903.1806,307.6185,Fixation
831049391,SMP,1,906.8692,308.0022,Fixation
831053392,SMP,1,907.4197,305.5471,Fixation
831057393,SMP,1,907.0576,302.2859,Fixation
831061393,SMP,1,909.9486,301.8162,Fixation
831065394,SMP,1,910.9986,298.4164,Fixation
831069395,SMP,1,912.8182,295.4904,Fixation
831073396,SMP,1,913.2589,294.9877,Fixation
831077397,SMP,1,914.4142,294.1326,Fixation
831081398,SMP,1,914.8722,293.9564,Fixation
831085399,SMP,1,915.3897,294.5774,Fixation
831089400,SMP,1,914.8078,295.6218,Fixation
831093401,SMP,1,912.1327,293.7533,Fixation
831097401,SMP,1,910.4709,297.3310,Fixation
831101402,SMP,1,909.1545,298.3036,Fixation
831105403,SMP,1,909.3030,299.1064,Fixation
831109404,SMP,1,907.0401,299.3106,Fixation
831113405,SMP,1,905.0502,303.6533,Fixation
831117406,SMP,1,902.8385,305.8798,Fixation
831121407,SMP,1,900.5513,306.8227,Fixation
831125407,SMP,1,899.0715,307.6728,Fixation
831129407,SMP,1,897.5767,304.2533,Fixation
831133407,SMP,1,897.4167,305.9247,Fixation
831137408,SMP,1,896.2261,304.4542,Fixation
831141408,SMP,1,896.7918,302.6946,Fixation
831145408,SMP,1,895.9832,300.1252,Fixation
831149407,SMP,1,895.6276,301.7077,Fixation
831153406,SMP,1,895.7340,301.1583,Fixation
831157405,SMP,1,896.2631,301.3324,Fixation
831161404,SMP,1,896.0096,301.7102,Fixation
831165403,SMP,1,895.9519,301.2353,Fixation
831169402,SMP,1,896.4034,301.7754,Saccade
831173401,SMP,1,896.2110,302.8591,Saccade
831177400,SMP,1,899.1756,305.7129,Saccade
831181399,SMP,1,921.5545,309.7722,Saccade
831185398,SMP,1,949.2591,316.9165,Saccade
831189397,SMP,1,953.7615,326.3193,Saccade
831193396,SMP,1,940.4222,348.1876,Saccade
831197395,SMP,1,948.1789,338.8801,Fixation
831201394,SMP,1,948.8038,341.1200,Fixation
831205393,SMP,1,952.3390,335.0488,Fixation
831209392,SMP,1,952.2025,337.0472,Fixation
831213391,SMP,1,953.2534,340.5447,Fixation
831217390,SMP,1,954.7733,340.3706,Fixation
831221389,SMP,1,955.4593,343.2710,Fixation
831225388,SMP,1,953.3632,342.6141,Fixation
831229387,SMP,1,952.0710,343.6730,Fixation
831233386,SMP,1,949.8140,344.7355,Fixation
831237385,SMP,1,949.0376,344.5328,Fixation
831241384,SMP,1,948.7351,343.5438,Fixation
831245383,SMP,1,948.5542,345.9722,Fixation
831249382,SMP,1,949.0385,346.2333,Fixation
831253381,SMP,1,951.1856,349.2522,Fixation
831257380,SMP,1,951.4668,352.0334,Fixation
831261379,SMP,1,950.3731,351.7700,Fixation
831265378,SMP,1,951.6415,352.0873,Fixation
831269377,SMP,1,953.0821,354.6130,Fixation
831273376,SMP,1,953.5651,355.2724,Fixation
831277375,SMP,1,954.0173,354.9711,Fixation
831281375,SMP,1,953.5487,355.0965,Fixation
831285374,SMP,1,953.6690,353.3897,Fixation
831289373,SMP,1,953.0440,352.2981,Fixation
831293372,SMP,1,953.2367,351.8861,Fixation
831297371,SMP,1,953.3830,352.0633,Fixation
831301370,SMP,1,954.1281,351.2760,Fixation
831305369,SMP,1,955.9885,352.3531,Fixation
831309368,SMP,1,953.9192,353.6624,Fixation
831313367,SMP,1,953.7512,352.6914,Fixation
831317366,SMP,1,953.2620,353.6459,Fixation
831321365,SMP,1,953.4861,354.3730,Fixation
831325364,SMP,1,950.1275,352.2280,Fixation
831329364,SMP,1,950.1934,354.2257,Fixation
831333364,SMP,1,950.6563,353.1807,Fixation
831337364,SMP,1,949.7369,352.0279,Fixation
831341364,SMP,1,947.9556,350.5464,Fixation
831345365,SMP,1,948.1662,346.9035,Fixation
831349366,SMP,1,947.8356,348.9742,Fixation
831353368,SMP,1,949.2659,346.7546,Fixation
831357369,SMP,1,950.7866,348.8298,Fixation
831361371,SMP,1,951.7069,348.2137,Fixation
831365372,SMP,1,952.5185,349.2494,Fixation
831369374,SMP,1,953.8878,350.1684,Fixation
831373376,SMP,1,954.7183,348.8267,Fixation
831377377,SMP,1,954.8984,351.0919,Fixation
831381379,SMP,1,954.5957,352.4549,Fixation
831385380,SMP,1,956.1172,354.4351,Fixation
831389382,SMP,1,956.6388,356.0300,Fixation
831393384,SMP,1,956.7271,357.3617,Fixation
831397385,SMP,1,955.2219,358.9499,Fixation
831401387,SMP,1,954.7027,359.6759,Fixation
831405388,SMP,1,953.7917,360.8223,Fixation
831409390,SMP,1,952.1933,360.6261,Fixation
831413391,SMP,1,952.7811,361.0124,Fixation
831417393,SMP,1,952.4300,361.7465,Fixation
831421395,SMP,1,953.2829,362.8409,Saccade
831425396,SMP,1,954.8802,358.5504,Saccade
831429398,SMP,1,953.5359,343.7331,Saccade
831433399,SMP,1,954.5304,311.2398,Saccade
831437401,SMP,1,958.9667,302.1753,Saccade
831441402,SMP,1,963.2445,279.5167,Saccade
831445404,SMP,1,968.0704,275.9121,Saccade
831449406,SMP,1,975.3902,265.0627,Saccade
831453407,SMP,1,975.5739,266.6088,Saccade
831457409,SMP,1,979.6387,262.3335,Saccade
831461410,SMP,1,984.2699,262.0801,Fixation
831465412,SMP,1,985.4823,261.3770,Fixation
831469413,SMP,1,984.3574,261.1941,Fixation
831473415,SMP,1,987.4271,258.9992,Fixation
831477417,SMP,1,987.6330,257.2343,Fixation
831481418,SMP,1,988.3898,257.8346,Fixation
831485420,SMP,1,986.3560,255.2099,Fixation
831489421,SMP,1,986.9758,256.2078,Fixation
831493423,SMP,1,983.4080,255.5245,Fixation
831497424,SMP,1,981.7788,253.1427,Fixation
831501426,SMP,1,982.2622,250.7559,Fixation
831505428,SMP,1,982.0860,248.7288,Fixation
831509429,SMP,1,980.2699,245.8149,Fixation
831513431,SMP,1,980.2073,243.1414,Fixation
831517432,SMP,1,983.8477,247.2314,Fixation
831521434,SMP,1,984.4930,242.2802,Fixation
831525436,SMP,1,986.4475,241.0116,Fixation
831529437,SMP,1,986.6834,241.1678,Fixation
831533438,SMP,1,987.4436,239.9984,Fixation
831537438,SMP,1,986.7199,242.3904,Fixation
831541439,SMP,1,987.2301,242.1185,Fixation
831545439,SMP,1,987.4018,241.7199,Fixation
831549435,SMP,1,986.6198,240.8747,Fixation
831553431,SMP,1,987.7389,244.6887,Fixation
831557427,SMP,1,987.8421,247.3275,Fixation
831561423,SMP,1,990.3547,246.0268,Fixation
831565419,SMP,1,991.7332,247.0532,Fixation
831569415,SMP,1,992.7333,245.2440,Fixation
831573411,SMP,1,994.1394,246.6117,Fixation
831577407,SMP,1,995.2477,246.0557,Fixation
831581403,SMP,1,995.7521,243.6714,Fixation
831585399,SMP,1,996.5394,240.5316,Fixation
831589395,SMP,1,998.2839,238.7509,Fixation
831593391,SMP,1,999.2490,237.7341,Fixation
831597387,SMP,1,999.5417,236.7189,Fixation
831601383,SMP,1,1000.4194,235.3701,Fixation
831605379,SMP,1,998.5828,234.2979,Fixation
831609375,SMP,1,998.1150,232.4476,Fixation
831613371,SMP,1,996.6308,232.1157,Fixation
831617367,SMP,1,995.4371,231.9713,Fixation
831621363,SMP,1,992.8401,232.4813,Fixation
831625359,SMP,1,991.0851,235.5181,Fixation
831629355,SMP,1,994.8233,235.4511,Fixation
831633351,SMP,1,994.1332,236.0065,-
831637347,SMP,1,974.2564,239.3802,-
831641343,SMP,1,940.0741,242.3904,-
831645339,SMP,1,937.1633,243.9483,-
831649335,SMP,1,944.4646,243.0221,Fixation
831653331,SMP,1,945.6631,241.0213,Fixation
831657327,SMP,1,944.6810,239.4715,Fixation
831661323,SMP,1,940.6642,239.8575,Fixation
831665319,SMP,1,934.5563,241.2446,Fixation
831669315,SMP,1,941.6652,241.2623,Fixation
831673311,SMP,1,938.4077,242.2313,Fixation
831677307,SMP,1,934.6351,243.2357,Fixation
831681303,SMP,1,938.5811,241.9572,Fixation
831685299,SMP,1,940.8276,239.0845,Fixation
831689295,SMP,1,943.9720,237.1292,Fixation
831693291,SMP,1,945.0348,234.9697,Fixation
831697287,SMP,1,945.1881,232.9749,Fixation
831701283,SMP,1,946.8409,230.5268,Fixation
831705279,SMP,1,947.0246,228.0856,Fixation
831709274,SMP,1,951.0195,230.2442,Fixation
831713270,SMP,1,951.3461,229.3617,Fixation
831717266,SMP,1,951.9259,229.1909,Fixation
831721262,SMP,1,953.0156,230.2238,Fixation
831725258,SMP,1,952.9375,232.1874,Fixation
831729254,SMP,1,952.9476,228.1936,Fixation
831733250,SMP,1,952.3946,225.5977,Fixation
831737249,SMP,1,948.1276,224.6672,Fixation
831741248,SMP,1,948.1303,223.6911,Fixation
831745247,SMP,1,945.8658,230.4051,Fixation
831749249,SMP,1,947.1489,233.0582,Fixation
831753252,SMP,1,944.3218,232.8088,Fixation
831757255,SMP,1,942.3952,234.3151,Fixation
831761257,SMP,1,942.3849,230.5090,Fixation
831765260,SMP,1,938.4573,228.0664,Fixation
831769262,SMP,1,935.8238,226.4983,Fixation
831773265,SMP,1,936.3317,225.3802,Fixation
831777267,SMP,1,933.3175,225.7724,Fixation
831781270,SMP,1,936.0425,229.0835,Fixation
831785272,SMP,1,933.8380,231.4364,Fixation
831789275,SMP,1,933.6705,230.2113,Fixation
831793277,SMP,1,930.5408,229.8168,Fixation
831797280,SMP,1,930.3893,232.0884,Fixation
831801282,SMP,1,928.7059,232.1453,Fixation
831805285,SMP,1,927.9629,232.4295,Fixation
831809287,SMP,1,927.6928,229.7044,Fixation
831813290,SMP,1,928.1778,232.0607,Fixation
831817292,SMP,1,928.0165,232.6162,Fixation
831821295,SMP,1,928.9062,231.1404,Fixation
831825298,SMP,1,930.4380,232.7077,Fixation
831829300,SMP,1,931.9408,226.8833,Fixation
831833303,SMP,1,935.2948,224.1718,Fixation
831837305,SMP,1,938.8010,223.3354,Fixation
831841308,SMP,1,940.3212,221.4410,Fixation
831845310,SMP,1,943.3869,217.8338,Fixation
831849313,SMP,1,946.8779,218.6850,Fixation
831853315,SMP,1,947.2627,220.1216,Fixation
831857318,SMP,1,946.7449,226.0818,Fixation
831861320,SMP,1,947.5725,230.6657,Fixation
831865323,SMP,1,944.6769,234.4296,Fixation
831869325,SMP,1,946.3579,236.5492,Fixation
831873328,SMP,1,946.3596,236.1722,Fixation
831877330,SMP,1,943.1142,233.9970,Saccade
831881333,SMP,1,946.6126,232.3470,Saccade
831885336,SMP,1,957.7016,238.1768,Saccade
831889338,SMP,1,1018.9044,242.5683,Saccade
831893341,SMP,1,1057.0482,250.7184,Saccade
831897343,SMP,1,1061.5433,251.5241,Saccade
831901346,SMP,1,1048.5307,249.7544,Fixation
831905348,SMP,1,1048.1977,248.0333,Fixation
831909351,SMP,1,1046.7194,241.6265,Fixation
831913353,SMP,1,1046.9357,241.8939,Fixation
831917356,SMP,1,1049.7455,239.1880,Fixation
831921358,SMP,1,1042.3131,246.8677,Fixation
831925361,SMP,1,1049.2768,249.0531,Fixation
831929363,SMP,1,1051.5745,247.5695,Fixation
831933366,SMP,1,1052.2088,245.2134,Fixation
831937368,SMP,1,1052.3774,243.0034,Fixation
831941373,SMP,1,1049.5330,240.2866,Fixation
831945377,SMP,1,1052.2274,238.7506,Fixation
831949379,SMP,1,1053.4738,236.3049,Fixation
831953382,SMP,1,1053.9109,239.1594,Fixation
831957385,SMP,1,1054.4183,241.2954,Fixation
831961388,SMP,1,1055.1428,243.8678,Fixation
831965391,SMP,1,1055.6663,241.8980,Fixation
831969394,SMP,1,1054.9574,242.5987,Fixation
831973396,SMP,1,1052.9552,246.3159,Fixation
831977399,SMP,1,1051.7796,251.6383,Fixation
831981402,SMP,1,1050.9243,251.3823,Fixation
831985405,SMP,1,1049.7119,255.5185,Fixation
831989408,SMP,1,1048.8656,257.4010,Fixation
831993411,SMP,1,1046.3642,261.3414,Fixation
831997413,SMP,1,1045.7740,263.9250,Fixation
832001416,SMP,1,1043.9406,265.2253,Fixation
832005419,SMP,1,1042.9098,264.8911,Fixation
832009422,SMP,1,1040.5268,266.0145,Fixation
832013425,SMP,1,1040.0536,266.6764,Fixation
832017428,SMP,1,1040.8001,265.2555,Fixation
